D,Proposed,Rahimi,Sanyal,Chen,ZZhu,Zhu,Conventional,Yuan11,Yuan15,ProposedLTT,ProposedLTB,ProposedLTT2,ProposedLTTv2
258.0,90.7890625,90.5390625,69.2060546875,197.2060546875,37.2060546875,181.5791015625,1133.158203125,53.0791015625,26.7890625,26.5390625,90.5390625,217.2890625,-5.46044921875
259.0,90.7890625,90.5390625,69.2060546875,197.2060546875,37.2060546875,181.5791015625,1133.158203125,53.0791015625,26.7890625,26.5390625,90.5390625,217.2890625,-5.46044921875
260.0,91.03515625,90.78515625,69.4521484375,197.4521484375,37.2021484375,182.0712890625,1136.142578125,53.0712890625,27.03515625,26.28515625,90.28515625,217.53515625,-5.46435546875
261.0,91.03515625,90.78515625,69.4521484375,197.4521484375,37.2021484375,182.0712890625,1136.142578125,53.0712890625,27.03515625,26.28515625,90.28515625,217.53515625,-5.46435546875
262.0,91.279296875,91.279296875,69.6962890625,197.6962890625,37.1962890625,182.5595703125,1139.119140625,53.0595703125,27.279296875,26.529296875,90.529296875,217.779296875,-5.47021484375
263.0,91.279296875,91.279296875,69.6962890625,197.6962890625,37.1962890625,182.5595703125,1139.119140625,53.0595703125,27.279296875,26.529296875,90.529296875,217.779296875,-5.47021484375
264.0,91.521484375,91.521484375,69.9384765625,197.9384765625,37.1884765625,183.0439453125,1142.087890625,53.0439453125,27.521484375,26.271484375,90.271484375,218.021484375,-5.47802734375
265.0,91.521484375,91.521484375,69.9384765625,197.9384765625,37.1884765625,183.0439453125,1142.087890625,53.0439453125,27.521484375,26.271484375,90.271484375,218.021484375,-5.47802734375
266.0,91.76171875,91.51171875,70.1787109375,198.1787109375,37.1787109375,183.5244140625,1145.048828125,53.0244140625,27.76171875,26.51171875,90.51171875,218.26171875,-5.48779296875
267.0,91.76171875,91.51171875,70.1787109375,198.1787109375,37.1787109375,183.5244140625,1145.048828125,53.0244140625,27.76171875,26.51171875,90.51171875,218.26171875,-5.48779296875
268.0,92.0,91.75,70.4169921875,198.4169921875,37.1669921875,184.0009765625,1148.001953125,53.0009765625,28.0,26.25,90.25,218.5,-5.49951171875
269.0,92.0,91.75,70.4169921875,198.4169921875,37.1669921875,184.0009765625,1148.001953125,53.0009765625,28.0,26.25,90.25,218.5,-5.49951171875
270.0,92.236328125,92.236328125,70.6533203125,198.6533203125,37.1533203125,184.4736328125,1150.947265625,52.9736328125,28.236328125,26.486328125,90.486328125,218.736328125,-5.51318359375
271.0,92.236328125,92.236328125,70.6533203125,198.6533203125,37.1533203125,184.4736328125,1150.947265625,52.9736328125,28.236328125,26.486328125,90.486328125,218.736328125,-5.51318359375
272.0,92.470703125,92.470703125,70.8876953125,198.8876953125,37.1376953125,184.9423828125,1153.884765625,52.9423828125,28.470703125,26.220703125,90.220703125,218.970703125,-5.52880859375
273.0,92.470703125,92.470703125,70.8876953125,198.8876953125,37.1376953125,184.9423828125,1153.884765625,52.9423828125,28.470703125,26.220703125,90.220703125,218.970703125,-5.52880859375
274.0,92.703125,92.453125,71.1201171875,199.1201171875,37.1201171875,185.4072265625,1156.814453125,52.9072265625,28.703125,26.453125,90.453125,219.203125,-5.54638671875
275.0,92.703125,92.453125,71.1201171875,199.1201171875,37.1201171875,185.4072265625,1156.814453125,52.9072265625,28.703125,26.453125,90.453125,219.203125,-5.54638671875
276.0,92.93359375,92.68359375,71.3505859375,199.3505859375,37.1005859375,185.8681640625,1159.736328125,52.8681640625,28.93359375,26.18359375,90.18359375,219.43359375,-5.56591796875
277.0,92.93359375,92.68359375,71.3505859375,199.3505859375,37.1005859375,185.8681640625,1159.736328125,52.8681640625,28.93359375,26.18359375,90.18359375,219.43359375,-5.56591796875
278.0,93.162109375,93.162109375,71.5791015625,199.5791015625,37.0791015625,186.3251953125,1162.650390625,52.8251953125,29.162109375,26.412109375,90.412109375,219.662109375,-5.58740234375
279.0,93.162109375,93.162109375,71.5791015625,199.5791015625,37.0791015625,186.3251953125,1162.650390625,52.8251953125,29.162109375,26.412109375,90.412109375,219.662109375,-5.58740234375
280.0,93.388671875,93.388671875,71.8056640625,199.8056640625,37.0556640625,186.7783203125,1165.556640625,52.7783203125,29.388671875,26.138671875,90.138671875,219.888671875,-5.61083984375
281.0,93.388671875,93.388671875,71.8056640625,199.8056640625,37.0556640625,186.7783203125,1165.556640625,52.7783203125,29.388671875,26.138671875,90.138671875,219.888671875,-5.61083984375
282.0,93.61328125,93.36328125,72.0302734375,200.0302734375,37.0302734375,187.2275390625,1168.455078125,52.7275390625,29.61328125,26.36328125,90.36328125,220.11328125,-5.63623046875
283.0,93.61328125,93.36328125,72.0302734375,200.0302734375,37.0302734375,187.2275390625,1168.455078125,52.7275390625,29.61328125,26.36328125,90.36328125,220.11328125,-5.63623046875
284.0,93.8359375,93.5859375,72.2529296875,200.2529296875,37.0029296875,187.6728515625,1171.345703125,52.6728515625,29.8359375,26.0859375,90.0859375,220.3359375,-5.66357421875
285.0,93.8359375,93.5859375,72.2529296875,200.2529296875,37.0029296875,187.6728515625,1171.345703125,52.6728515625,29.8359375,26.0859375,90.0859375,220.3359375,-5.66357421875
286.0,94.056640625,94.056640625,72.4736328125,200.4736328125,36.9736328125,188.1142578125,1174.228515625,52.6142578125,30.056640625,26.306640625,90.306640625,220.556640625,-5.69287109375
287.0,94.056640625,94.056640625,72.4736328125,200.4736328125,36.9736328125,188.1142578125,1174.228515625,52.6142578125,30.056640625,26.306640625,90.306640625,220.556640625,-5.69287109375
288.0,94.275390625,94.275390625,72.6923828125,200.6923828125,36.9423828125,188.5517578125,1177.103515625,52.5517578125,30.275390625,26.025390625,90.025390625,220.775390625,-5.72412109375
289.0,94.275390625,94.275390625,72.6923828125,200.6923828125,36.9423828125,188.5517578125,1177.103515625,52.5517578125,30.275390625,26.025390625,90.025390625,220.775390625,-5.72412109375
290.0,94.4921875,94.2421875,72.9091796875,200.9091796875,36.9091796875,188.9853515625,1179.970703125,52.4853515625,30.4921875,26.2421875,90.2421875,220.9921875,-5.75732421875
291.0,94.4921875,94.2421875,72.9091796875,200.9091796875,36.9091796875,188.9853515625,1179.970703125,52.4853515625,30.4921875,26.2421875,90.2421875,220.9921875,-5.75732421875
292.0,94.70703125,94.45703125,73.1240234375,201.1240234375,36.8740234375,189.4150390625,1182.830078125,52.4150390625,30.70703125,25.95703125,89.95703125,221.20703125,-5.79248046875
293.0,94.70703125,94.45703125,73.1240234375,201.1240234375,36.8740234375,189.4150390625,1182.830078125,52.4150390625,30.70703125,25.95703125,89.95703125,221.20703125,-5.79248046875
294.0,94.919921875,94.919921875,73.3369140625,201.3369140625,36.8369140625,189.8408203125,1185.681640625,52.3408203125,30.919921875,26.169921875,90.169921875,221.419921875,-5.82958984375
295.0,94.919921875,94.919921875,73.3369140625,201.3369140625,36.8369140625,189.8408203125,1185.681640625,52.3408203125,30.919921875,26.169921875,90.169921875,221.419921875,-5.82958984375
296.0,95.130859375,95.130859375,73.5478515625,201.5478515625,36.7978515625,190.2626953125,1188.525390625,52.2626953125,31.130859375,25.880859375,89.880859375,221.630859375,-5.86865234375
297.0,95.130859375,95.130859375,73.5478515625,201.5478515625,36.7978515625,190.2626953125,1188.525390625,52.2626953125,31.130859375,25.880859375,89.880859375,221.630859375,-5.86865234375
298.0,95.33984375,95.08984375,73.7568359375,201.7568359375,36.7568359375,190.6806640625,1191.361328125,52.1806640625,31.33984375,26.08984375,90.08984375,221.83984375,-5.90966796875
299.0,95.33984375,95.08984375,73.7568359375,201.7568359375,36.7568359375,190.6806640625,1191.361328125,52.1806640625,31.33984375,26.08984375,90.08984375,221.83984375,-5.90966796875
300.0,95.546875,95.296875,73.9638671875,201.9638671875,36.7138671875,191.0947265625,1194.189453125,52.0947265625,31.546875,25.796875,89.796875,222.046875,-5.95263671875
301.0,95.546875,95.296875,73.9638671875,201.9638671875,36.7138671875,191.0947265625,1194.189453125,52.0947265625,31.546875,25.796875,89.796875,222.046875,-5.95263671875
302.0,95.751953125,95.751953125,74.1689453125,202.1689453125,36.6689453125,191.5048828125,1197.009765625,52.0048828125,31.751953125,26.001953125,90.001953125,222.251953125,-5.99755859375
303.0,95.751953125,95.751953125,74.1689453125,202.1689453125,36.6689453125,191.5048828125,1197.009765625,52.0048828125,31.751953125,26.001953125,90.001953125,222.251953125,-5.99755859375
304.0,95.955078125,95.955078125,74.3720703125,202.3720703125,36.6220703125,191.9111328125,1199.822265625,51.9111328125,31.955078125,25.705078125,89.705078125,222.455078125,-6.04443359375
305.0,95.955078125,95.955078125,74.3720703125,202.3720703125,36.6220703125,191.9111328125,1199.822265625,51.9111328125,31.955078125,25.705078125,89.705078125,222.455078125,-6.04443359375
306.0,96.15625,95.90625,74.5732421875,202.5732421875,36.5732421875,192.3134765625,1202.626953125,51.8134765625,32.15625,25.90625,89.90625,222.65625,-6.09326171875
307.0,96.15625,95.90625,74.5732421875,202.5732421875,36.5732421875,192.3134765625,1202.626953125,51.8134765625,32.15625,25.90625,89.90625,222.65625,-6.09326171875
308.0,96.35546875,96.10546875,74.7724609375,202.7724609375,36.5224609375,192.7119140625,1205.423828125,51.7119140625,32.35546875,25.60546875,89.60546875,222.85546875,-6.14404296875
309.0,96.35546875,96.10546875,74.7724609375,202.7724609375,36.5224609375,192.7119140625,1205.423828125,51.7119140625,32.35546875,25.60546875,89.60546875,222.85546875,-6.14404296875
310.0,96.552734375,96.552734375,74.9697265625,202.9697265625,36.4697265625,193.1064453125,1208.212890625,51.6064453125,32.552734375,25.802734375,89.802734375,223.052734375,-6.19677734375
311.0,96.552734375,96.552734375,74.9697265625,202.9697265625,36.4697265625,193.1064453125,1208.212890625,51.6064453125,32.552734375,25.802734375,89.802734375,223.052734375,-6.19677734375
312.0,96.748046875,96.748046875,75.1650390625,203.1650390625,36.4150390625,193.4970703125,1210.994140625,51.4970703125,32.748046875,25.498046875,89.498046875,223.248046875,-6.25146484375
313.0,96.748046875,96.748046875,75.1650390625,203.1650390625,36.4150390625,193.4970703125,1210.994140625,51.4970703125,32.748046875,25.498046875,89.498046875,223.248046875,-6.25146484375
314.0,96.94140625,96.69140625,75.3583984375,203.3583984375,36.3583984375,193.8837890625,1213.767578125,51.3837890625,32.94140625,25.69140625,89.69140625,223.44140625,-6.30810546875
315.0,96.94140625,96.69140625,75.3583984375,203.3583984375,36.3583984375,193.8837890625,1213.767578125,51.3837890625,32.94140625,25.69140625,89.69140625,223.44140625,-6.30810546875
316.0,97.1328125,96.8828125,75.5498046875,203.5498046875,36.2998046875,194.2666015625,1216.533203125,51.2666015625,33.1328125,25.3828125,89.3828125,223.6328125,-6.36669921875
317.0,97.1328125,96.8828125,75.5498046875,203.5498046875,36.2998046875,194.2666015625,1216.533203125,51.2666015625,33.1328125,25.3828125,89.3828125,223.6328125,-6.36669921875
318.0,97.322265625,97.322265625,75.7392578125,203.7392578125,36.2392578125,194.6455078125,1219.291015625,51.1455078125,33.322265625,25.572265625,89.572265625,223.822265625,-6.42724609375
319.0,97.322265625,97.322265625,75.7392578125,203.7392578125,36.2392578125,194.6455078125,1219.291015625,51.1455078125,33.322265625,25.572265625,89.572265625,223.822265625,-6.42724609375
320.0,97.509765625,97.509765625,75.9267578125,203.9267578125,36.1767578125,195.0205078125,1222.041015625,51.0205078125,33.509765625,25.259765625,89.259765625,224.009765625,-6.48974609375
321.0,97.509765625,97.509765625,75.9267578125,203.9267578125,36.1767578125,195.0205078125,1222.041015625,51.0205078125,33.509765625,25.259765625,89.259765625,224.009765625,-6.48974609375
322.0,97.6953125,97.4453125,76.1123046875,204.1123046875,36.1123046875,195.3916015625,1224.783203125,50.8916015625,33.6953125,25.4453125,89.4453125,224.1953125,-6.55419921875
323.0,97.6953125,97.4453125,76.1123046875,204.1123046875,36.1123046875,195.3916015625,1224.783203125,50.8916015625,33.6953125,25.4453125,89.4453125,224.1953125,-6.55419921875
324.0,97.87890625,97.62890625,76.2958984375,204.2958984375,36.0458984375,195.7587890625,1227.517578125,50.7587890625,33.87890625,25.12890625,89.12890625,224.37890625,-6.62060546875
325.0,97.87890625,97.62890625,76.2958984375,204.2958984375,36.0458984375,195.7587890625,1227.517578125,50.7587890625,33.87890625,25.12890625,89.12890625,224.37890625,-6.62060546875
326.0,98.060546875,98.060546875,76.4775390625,204.4775390625,35.9775390625,196.1220703125,1230.244140625,50.6220703125,34.060546875,25.310546875,89.310546875,224.560546875,-6.68896484375
327.0,98.060546875,98.060546875,76.4775390625,204.4775390625,35.9775390625,196.1220703125,1230.244140625,50.6220703125,34.060546875,25.310546875,89.310546875,224.560546875,-6.68896484375
328.0,98.240234375,98.240234375,76.6572265625,204.6572265625,35.9072265625,196.4814453125,1232.962890625,50.4814453125,34.240234375,24.990234375,88.990234375,224.740234375,-6.75927734375
329.0,98.240234375,98.240234375,76.6572265625,204.6572265625,35.9072265625,196.4814453125,1232.962890625,50.4814453125,34.240234375,24.990234375,88.990234375,224.740234375,-6.75927734375
330.0,98.41796875,98.16796875,76.8349609375,204.8349609375,35.8349609375,196.8369140625,1235.673828125,50.3369140625,34.41796875,25.16796875,89.16796875,224.91796875,-6.83154296875
331.0,98.41796875,98.16796875,76.8349609375,204.8349609375,35.8349609375,196.8369140625,1235.673828125,50.3369140625,34.41796875,25.16796875,89.16796875,224.91796875,-6.83154296875
332.0,98.59375,98.34375,77.0107421875,205.0107421875,35.7607421875,197.1884765625,1238.376953125,50.1884765625,34.59375,24.84375,88.84375,225.09375,-6.90576171875
333.0,98.59375,98.34375,77.0107421875,205.0107421875,35.7607421875,197.1884765625,1238.376953125,50.1884765625,34.59375,24.84375,88.84375,225.09375,-6.90576171875
334.0,98.767578125,98.767578125,77.1845703125,205.1845703125,35.6845703125,197.5361328125,1241.072265625,50.0361328125,34.767578125,25.017578125,89.017578125,225.267578125,-6.98193359375
335.0,98.767578125,98.767578125,77.1845703125,205.1845703125,35.6845703125,197.5361328125,1241.072265625,50.0361328125,34.767578125,25.017578125,89.017578125,225.267578125,-6.98193359375
336.0,98.939453125,98.939453125,77.3564453125,205.3564453125,35.6064453125,197.8798828125,1243.759765625,49.8798828125,34.939453125,24.689453125,88.689453125,225.439453125,-7.06005859375
337.0,98.939453125,98.939453125,77.3564453125,205.3564453125,35.6064453125,197.8798828125,1243.759765625,49.8798828125,34.939453125,24.689453125,88.689453125,225.439453125,-7.06005859375
338.0,99.109375,98.859375,77.5263671875,205.5263671875,35.5263671875,198.2197265625,1246.439453125,49.7197265625,35.109375,24.859375,88.859375,225.609375,-7.14013671875
339.0,99.109375,98.859375,77.5263671875,205.5263671875,35.5263671875,198.2197265625,1246.439453125,49.7197265625,35.109375,24.859375,88.859375,225.609375,-7.14013671875
340.0,99.27734375,99.02734375,77.6943359375,205.6943359375,35.4443359375,198.5556640625,1249.111328125,49.5556640625,35.27734375,24.52734375,88.52734375,225.77734375,-7.22216796875
341.0,99.27734375,99.02734375,77.6943359375,205.6943359375,35.4443359375,198.5556640625,1249.111328125,49.5556640625,35.27734375,24.52734375,88.52734375,225.77734375,-7.22216796875
342.0,99.443359375,99.443359375,77.8603515625,205.8603515625,35.3603515625,198.8876953125,1251.775390625,49.3876953125,35.443359375,24.693359375,88.693359375,225.943359375,-7.30615234375
343.0,99.443359375,99.443359375,77.8603515625,205.8603515625,35.3603515625,198.8876953125,1251.775390625,49.3876953125,35.443359375,24.693359375,88.693359375,225.943359375,-7.30615234375
344.0,99.607421875,99.607421875,78.0244140625,206.0244140625,35.2744140625,199.2158203125,1254.431640625,49.2158203125,35.607421875,24.357421875,88.357421875,226.107421875,-7.39208984375
345.0,99.607421875,99.607421875,78.0244140625,206.0244140625,35.2744140625,199.2158203125,1254.431640625,49.2158203125,35.607421875,24.357421875,88.357421875,226.107421875,-7.39208984375
346.0,99.76953125,99.51953125,78.1865234375,206.1865234375,35.1865234375,199.5400390625,1257.080078125,49.0400390625,35.76953125,24.51953125,88.51953125,226.26953125,-7.47998046875
347.0,99.76953125,99.51953125,78.1865234375,206.1865234375,35.1865234375,199.5400390625,1257.080078125,49.0400390625,35.76953125,24.51953125,88.51953125,226.26953125,-7.47998046875
348.0,99.9296875,99.6796875,78.3466796875,206.3466796875,35.0966796875,199.8603515625,1259.720703125,48.8603515625,35.9296875,24.1796875,88.1796875,226.4296875,-7.56982421875
349.0,99.9296875,99.6796875,78.3466796875,206.3466796875,35.0966796875,199.8603515625,1259.720703125,48.8603515625,35.9296875,24.1796875,88.1796875,226.4296875,-7.56982421875
350.0,100.087890625,100.087890625,78.5048828125,206.5048828125,35.0048828125,200.1767578125,1262.353515625,48.6767578125,36.087890625,24.337890625,88.337890625,226.587890625,-7.66162109375
351.0,100.087890625,100.087890625,78.5048828125,206.5048828125,35.0048828125,200.1767578125,1262.353515625,48.6767578125,36.087890625,24.337890625,88.337890625,226.587890625,-7.66162109375
352.0,100.244140625,100.244140625,78.6611328125,206.6611328125,34.9111328125,200.4892578125,1264.978515625,48.4892578125,36.244140625,23.994140625,87.994140625,226.744140625,-7.75537109375
353.0,100.244140625,100.244140625,78.6611328125,206.6611328125,34.9111328125,200.4892578125,1264.978515625,48.4892578125,36.244140625,23.994140625,87.994140625,226.744140625,-7.75537109375
354.0,100.3984375,100.1484375,78.8154296875,206.8154296875,34.8154296875,200.7978515625,1267.595703125,48.2978515625,36.3984375,24.1484375,88.1484375,226.8984375,-7.85107421875
355.0,100.3984375,100.1484375,78.8154296875,206.8154296875,34.8154296875,200.7978515625,1267.595703125,48.2978515625,36.3984375,24.1484375,88.1484375,226.8984375,-7.85107421875
356.0,100.55078125,100.30078125,78.9677734375,206.9677734375,34.7177734375,201.1025390625,1270.205078125,48.1025390625,36.55078125,23.80078125,87.80078125,227.05078125,-7.94873046875
357.0,100.55078125,100.30078125,78.9677734375,206.9677734375,34.7177734375,201.1025390625,1270.205078125,48.1025390625,36.55078125,23.80078125,87.80078125,227.05078125,-7.94873046875
358.0,100.701171875,100.701171875,79.1181640625,207.1181640625,34.6181640625,201.4033203125,1272.806640625,47.9033203125,36.701171875,23.951171875,87.951171875,227.201171875,-8.04833984375
359.0,100.701171875,100.701171875,79.1181640625,207.1181640625,34.6181640625,201.4033203125,1272.806640625,47.9033203125,36.701171875,23.951171875,87.951171875,227.201171875,-8.04833984375
360.0,100.849609375,100.849609375,79.2666015625,207.2666015625,34.5166015625,201.7001953125,1275.400390625,47.7001953125,36.849609375,23.599609375,87.599609375,227.349609375,-8.14990234375
361.0,100.849609375,100.849609375,79.2666015625,207.2666015625,34.5166015625,201.7001953125,1275.400390625,47.7001953125,36.849609375,23.599609375,87.599609375,227.349609375,-8.14990234375
362.0,100.99609375,100.74609375,79.4130859375,207.4130859375,34.4130859375,201.9931640625,1277.986328125,47.4931640625,36.99609375,23.74609375,87.74609375,227.49609375,-8.25341796875
363.0,100.99609375,100.74609375,79.4130859375,207.4130859375,34.4130859375,201.9931640625,1277.986328125,47.4931640625,36.99609375,23.74609375,87.74609375,227.49609375,-8.25341796875
364.0,101.140625,100.890625,79.5576171875,207.5576171875,34.3076171875,202.2822265625,1280.564453125,47.2822265625,37.140625,23.390625,87.390625,227.640625,-8.35888671875
365.0,101.140625,100.890625,79.5576171875,207.5576171875,34.3076171875,202.2822265625,1280.564453125,47.2822265625,37.140625,23.390625,87.390625,227.640625,-8.35888671875
366.0,101.283203125,101.283203125,79.7001953125,207.7001953125,34.2001953125,202.5673828125,1283.134765625,47.0673828125,37.283203125,23.533203125,87.533203125,227.783203125,-8.46630859375
367.0,101.283203125,101.283203125,79.7001953125,207.7001953125,34.2001953125,202.5673828125,1283.134765625,47.0673828125,37.283203125,23.533203125,87.533203125,227.783203125,-8.46630859375
368.0,101.423828125,101.423828125,79.8408203125,207.8408203125,34.0908203125,202.8486328125,1285.697265625,46.8486328125,37.423828125,23.173828125,87.173828125,227.923828125,-8.57568359375
369.0,101.423828125,101.423828125,79.8408203125,207.8408203125,34.0908203125,202.8486328125,1285.697265625,46.8486328125,37.423828125,23.173828125,87.173828125,227.923828125,-8.57568359375
370.0,101.5625,101.3125,79.9794921875,207.9794921875,33.9794921875,203.1259765625,1288.251953125,46.6259765625,37.5625,23.3125,87.3125,228.0625,-8.68701171875
371.0,101.5625,101.3125,79.9794921875,207.9794921875,33.9794921875,203.1259765625,1288.251953125,46.6259765625,37.5625,23.3125,87.3125,228.0625,-8.68701171875
372.0,101.69921875,101.44921875,80.1162109375,208.1162109375,33.8662109375,203.3994140625,1290.798828125,46.3994140625,37.69921875,22.94921875,86.94921875,228.19921875,-8.80029296875
373.0,101.69921875,101.44921875,80.1162109375,208.1162109375,33.8662109375,203.3994140625,1290.798828125,46.3994140625,37.69921875,22.94921875,86.94921875,228.19921875,-8.80029296875
374.0,101.833984375,101.833984375,80.2509765625,208.2509765625,33.7509765625,203.6689453125,1293.337890625,46.1689453125,37.833984375,23.083984375,87.083984375,228.333984375,-8.91552734375
375.0,101.833984375,101.833984375,80.2509765625,208.2509765625,33.7509765625,203.6689453125,1293.337890625,46.1689453125,37.833984375,23.083984375,87.083984375,228.333984375,-8.91552734375
376.0,101.966796875,101.966796875,80.3837890625,208.3837890625,33.6337890625,203.9345703125,1295.869140625,45.9345703125,37.966796875,22.716796875,86.716796875,228.466796875,-9.03271484375
377.0,101.966796875,101.966796875,80.3837890625,208.3837890625,33.6337890625,203.9345703125,1295.869140625,45.9345703125,37.966796875,22.716796875,86.716796875,228.466796875,-9.03271484375
378.0,102.09765625,101.84765625,80.5146484375,208.5146484375,33.5146484375,204.1962890625,1298.392578125,45.6962890625,38.09765625,22.84765625,86.84765625,228.59765625,-9.15185546875
379.0,102.09765625,101.84765625,80.5146484375,208.5146484375,33.5146484375,204.1962890625,1298.392578125,45.6962890625,38.09765625,22.84765625,86.84765625,228.59765625,-9.15185546875
380.0,102.2265625,101.9765625,80.6435546875,208.6435546875,33.3935546875,204.4541015625,1300.908203125,45.4541015625,38.2265625,22.4765625,86.4765625,228.7265625,-9.27294921875
381.0,102.2265625,101.9765625,80.6435546875,208.6435546875,33.3935546875,204.4541015625,1300.908203125,45.4541015625,38.2265625,22.4765625,86.4765625,228.7265625,-9.27294921875
382.0,102.353515625,102.353515625,80.7705078125,208.7705078125,33.2705078125,204.7080078125,1303.416015625,45.2080078125,38.353515625,22.603515625,86.603515625,228.853515625,-9.39599609375
383.0,102.353515625,102.353515625,80.7705078125,208.7705078125,33.2705078125,204.7080078125,1303.416015625,45.2080078125,38.353515625,22.603515625,86.603515625,228.853515625,-9.39599609375
384.0,102.478515625,102.478515625,80.8955078125,208.8955078125,33.1455078125,204.9580078125,1305.916015625,44.9580078125,38.478515625,22.228515625,86.228515625,228.978515625,-9.52099609375
385.0,102.478515625,102.478515625,80.8955078125,208.8955078125,33.1455078125,204.9580078125,1305.916015625,44.9580078125,38.478515625,22.228515625,86.228515625,228.978515625,-9.52099609375
386.0,102.6015625,102.3515625,81.0185546875,209.0185546875,33.0185546875,205.2041015625,1308.408203125,44.7041015625,38.6015625,22.3515625,86.3515625,229.1015625,-9.64794921875
387.0,102.6015625,102.3515625,81.0185546875,209.0185546875,33.0185546875,205.2041015625,1308.408203125,44.7041015625,38.6015625,22.3515625,86.3515625,229.1015625,-9.64794921875
388.0,102.72265625,102.47265625,81.1396484375,209.1396484375,32.8896484375,205.4462890625,1310.892578125,44.4462890625,38.72265625,21.97265625,85.97265625,229.22265625,-9.77685546875
389.0,102.72265625,102.47265625,81.1396484375,209.1396484375,32.8896484375,205.4462890625,1310.892578125,44.4462890625,38.72265625,21.97265625,85.97265625,229.22265625,-9.77685546875
390.0,102.841796875,102.841796875,81.2587890625,209.2587890625,32.7587890625,205.6845703125,1313.369140625,44.1845703125,38.841796875,22.091796875,86.091796875,229.341796875,-9.90771484375
391.0,102.841796875,102.841796875,81.2587890625,209.2587890625,32.7587890625,205.6845703125,1313.369140625,44.1845703125,38.841796875,22.091796875,86.091796875,229.341796875,-9.90771484375
392.0,102.958984375,102.958984375,81.3759765625,209.3759765625,32.6259765625,205.9189453125,1315.837890625,43.9189453125,38.958984375,21.708984375,85.708984375,229.458984375,-10.04052734375
393.0,102.958984375,102.958984375,81.3759765625,209.3759765625,32.6259765625,205.9189453125,1315.837890625,43.9189453125,38.958984375,21.708984375,85.708984375,229.458984375,-10.04052734375
394.0,103.07421875,102.82421875,81.4912109375,209.4912109375,32.4912109375,206.1494140625,1318.298828125,43.6494140625,39.07421875,21.82421875,85.82421875,229.57421875,-10.17529296875
395.0,103.07421875,102.82421875,81.4912109375,209.4912109375,32.4912109375,206.1494140625,1318.298828125,43.6494140625,39.07421875,21.82421875,85.82421875,229.57421875,-10.17529296875
396.0,103.1875,102.9375,81.6044921875,209.6044921875,32.3544921875,206.3759765625,1320.751953125,43.3759765625,39.1875,21.4375,85.4375,229.6875,-10.31201171875
397.0,103.1875,102.9375,81.6044921875,209.6044921875,32.3544921875,206.3759765625,1320.751953125,43.3759765625,39.1875,21.4375,85.4375,229.6875,-10.31201171875
398.0,103.298828125,103.298828125,81.7158203125,209.7158203125,32.2158203125,206.5986328125,1323.197265625,43.0986328125,39.298828125,21.548828125,85.548828125,229.798828125,-10.45068359375
399.0,103.298828125,103.298828125,81.7158203125,209.7158203125,32.2158203125,206.5986328125,1323.197265625,43.0986328125,39.298828125,21.548828125,85.548828125,229.798828125,-10.45068359375
400.0,103.408203125,103.408203125,81.8251953125,209.8251953125,32.0751953125,206.8173828125,1325.634765625,42.8173828125,39.408203125,21.158203125,85.158203125,229.908203125,-10.59130859375
401.0,103.408203125,103.408203125,81.8251953125,209.8251953125,32.0751953125,206.8173828125,1325.634765625,42.8173828125,39.408203125,21.158203125,85.158203125,229.908203125,-10.59130859375
402.0,103.515625,103.265625,81.9326171875,209.9326171875,31.9326171875,207.0322265625,1328.064453125,42.5322265625,39.515625,21.265625,85.265625,230.015625,-10.73388671875
403.0,103.515625,103.265625,81.9326171875,209.9326171875,31.9326171875,207.0322265625,1328.064453125,42.5322265625,39.515625,21.265625,85.265625,230.015625,-10.73388671875
404.0,103.62109375,103.37109375,82.0380859375,210.0380859375,31.7880859375,207.2431640625,1330.486328125,42.2431640625,39.62109375,20.87109375,84.87109375,230.12109375,-10.87841796875
405.0,103.62109375,103.37109375,82.0380859375,210.0380859375,31.7880859375,207.2431640625,1330.486328125,42.2431640625,39.62109375,20.87109375,84.87109375,230.12109375,-10.87841796875
406.0,103.724609375,103.724609375,82.1416015625,210.1416015625,31.6416015625,207.4501953125,1332.900390625,41.9501953125,39.724609375,20.974609375,84.974609375,230.224609375,-11.02490234375
407.0,103.724609375,103.724609375,82.1416015625,210.1416015625,31.6416015625,207.4501953125,1332.900390625,41.9501953125,39.724609375,20.974609375,84.974609375,230.224609375,-11.02490234375
408.0,103.826171875,103.826171875,82.2431640625,210.2431640625,31.4931640625,207.6533203125,1335.306640625,41.6533203125,39.826171875,20.576171875,84.576171875,230.326171875,-11.17333984375
409.0,103.826171875,103.826171875,82.2431640625,210.2431640625,31.4931640625,207.6533203125,1335.306640625,41.6533203125,39.826171875,20.576171875,84.576171875,230.326171875,-11.17333984375
410.0,103.92578125,103.67578125,82.3427734375,210.3427734375,31.3427734375,207.8525390625,1337.705078125,41.3525390625,39.92578125,20.67578125,84.67578125,230.42578125,-11.32373046875
411.0,103.92578125,103.67578125,82.3427734375,210.3427734375,31.3427734375,207.8525390625,1337.705078125,41.3525390625,39.92578125,20.67578125,84.67578125,230.42578125,-11.32373046875
412.0,104.0234375,103.7734375,82.4404296875,210.4404296875,31.1904296875,208.0478515625,1340.095703125,41.0478515625,40.0234375,20.2734375,84.2734375,230.5234375,-11.47607421875
413.0,104.0234375,103.7734375,82.4404296875,210.4404296875,31.1904296875,208.0478515625,1340.095703125,41.0478515625,40.0234375,20.2734375,84.2734375,230.5234375,-11.47607421875
