D,Rahimi,Sanyal,Chen,ZZhu,Zhu,Conventional,Yuan11,Yuan15,S1,S2,S3,S4,S5,Sanyal_98,Li
263.0,91.279296875,69.6962890625,197.6962890625,37.1962890625,182.5595703125,1139.119140625,53.0595703125,27.279296875,91.279296875,26.529296875,-5.47021484375,58.52978515625,26.52978515625,6.1962890625,11.279296875
264.0,91.521484375,69.9384765625,197.9384765625,37.1884765625,183.0439453125,1142.087890625,53.0439453125,27.521484375,91.521484375,26.271484375,-5.47802734375,58.52197265625,26.52197265625,6.4384765625,11.521484375
265.0,91.521484375,69.9384765625,197.9384765625,37.1884765625,183.0439453125,1142.087890625,53.0439453125,27.521484375,91.521484375,26.271484375,-5.47802734375,58.52197265625,26.52197265625,6.4384765625,11.521484375
266.0,91.51171875,70.1787109375,198.1787109375,37.1787109375,183.5244140625,1145.048828125,53.0244140625,27.76171875,91.76171875,26.51171875,-5.48779296875,58.51220703125,26.51220703125,6.6787109375,11.76171875
267.0,91.51171875,70.1787109375,198.1787109375,37.1787109375,183.5244140625,1145.048828125,53.0244140625,27.76171875,91.76171875,26.51171875,-5.48779296875,58.51220703125,26.51220703125,6.6787109375,11.76171875
268.0,91.75,70.4169921875,198.4169921875,37.1669921875,184.0009765625,1148.001953125,53.0009765625,28.0,92.0,26.25,-5.49951171875,58.50048828125,26.50048828125,6.9169921875,12.0
269.0,91.75,70.4169921875,198.4169921875,37.1669921875,184.0009765625,1148.001953125,53.0009765625,28.0,92.0,26.25,-5.49951171875,58.50048828125,26.50048828125,6.9169921875,12.0
270.0,92.236328125,70.6533203125,198.6533203125,37.1533203125,184.4736328125,1150.947265625,52.9736328125,28.236328125,92.236328125,26.486328125,-5.51318359375,58.48681640625,26.48681640625,7.1533203125,12.236328125
271.0,92.236328125,70.6533203125,198.6533203125,37.1533203125,184.4736328125,1150.947265625,52.9736328125,28.236328125,92.236328125,26.486328125,-5.51318359375,58.48681640625,26.48681640625,7.1533203125,12.236328125
272.0,92.470703125,70.8876953125,198.8876953125,37.1376953125,184.9423828125,1153.884765625,52.9423828125,28.470703125,92.470703125,26.220703125,-5.52880859375,58.47119140625,26.47119140625,7.3876953125,12.470703125
273.0,92.470703125,70.8876953125,198.8876953125,37.1376953125,184.9423828125,1153.884765625,52.9423828125,28.470703125,92.470703125,26.220703125,-5.52880859375,58.47119140625,26.47119140625,7.3876953125,12.470703125
274.0,92.453125,71.1201171875,199.1201171875,37.1201171875,185.4072265625,1156.814453125,52.9072265625,28.703125,92.703125,26.453125,-5.54638671875,58.45361328125,26.45361328125,7.6201171875,12.703125
275.0,92.453125,71.1201171875,199.1201171875,37.1201171875,185.4072265625,1156.814453125,52.9072265625,28.703125,92.703125,26.453125,-5.54638671875,58.45361328125,26.45361328125,7.6201171875,12.703125
276.0,92.68359375,71.3505859375,199.3505859375,37.1005859375,185.8681640625,1159.736328125,52.8681640625,28.93359375,92.93359375,26.18359375,-5.56591796875,58.43408203125,26.43408203125,7.8505859375,12.93359375
277.0,92.68359375,71.3505859375,199.3505859375,37.1005859375,185.8681640625,1159.736328125,52.8681640625,28.93359375,92.93359375,26.18359375,-5.56591796875,58.43408203125,26.43408203125,7.8505859375,12.93359375
278.0,93.162109375,71.5791015625,199.5791015625,37.0791015625,186.3251953125,1162.650390625,52.8251953125,29.162109375,93.162109375,26.412109375,-5.58740234375,58.41259765625,26.41259765625,8.0791015625,13.162109375
279.0,93.162109375,71.5791015625,199.5791015625,37.0791015625,186.3251953125,1162.650390625,52.8251953125,29.162109375,93.162109375,26.412109375,-5.58740234375,58.41259765625,26.41259765625,8.0791015625,13.162109375
280.0,93.388671875,71.8056640625,199.8056640625,37.0556640625,186.7783203125,1165.556640625,52.7783203125,29.388671875,93.388671875,26.138671875,-5.61083984375,58.38916015625,26.38916015625,8.3056640625,13.388671875
281.0,93.388671875,71.8056640625,199.8056640625,37.0556640625,186.7783203125,1165.556640625,52.7783203125,29.388671875,93.388671875,26.138671875,-5.61083984375,58.38916015625,26.38916015625,8.3056640625,13.388671875
282.0,93.36328125,72.0302734375,200.0302734375,37.0302734375,187.2275390625,1168.455078125,52.7275390625,29.61328125,93.61328125,26.36328125,-5.63623046875,58.36376953125,26.36376953125,8.5302734375,13.61328125
283.0,93.36328125,72.0302734375,200.0302734375,37.0302734375,187.2275390625,1168.455078125,52.7275390625,29.61328125,93.61328125,26.36328125,-5.63623046875,58.36376953125,26.36376953125,8.5302734375,13.61328125
284.0,93.5859375,72.2529296875,200.2529296875,37.0029296875,187.6728515625,1171.345703125,52.6728515625,29.8359375,93.8359375,26.0859375,-5.66357421875,58.33642578125,26.33642578125,8.7529296875,13.8359375
285.0,93.5859375,72.2529296875,200.2529296875,37.0029296875,187.6728515625,1171.345703125,52.6728515625,29.8359375,93.8359375,26.0859375,-5.66357421875,58.33642578125,26.33642578125,8.7529296875,13.8359375
286.0,94.056640625,72.4736328125,200.4736328125,36.9736328125,188.1142578125,1174.228515625,52.6142578125,30.056640625,94.056640625,26.306640625,-5.69287109375,58.30712890625,26.30712890625,8.9736328125,14.056640625
287.0,94.056640625,72.4736328125,200.4736328125,36.9736328125,188.1142578125,1174.228515625,52.6142578125,30.056640625,94.056640625,26.306640625,-5.69287109375,58.30712890625,26.30712890625,8.9736328125,14.056640625
288.0,94.275390625,72.6923828125,200.6923828125,36.9423828125,188.5517578125,1177.103515625,52.5517578125,30.275390625,94.275390625,26.025390625,-5.72412109375,58.27587890625,26.27587890625,9.1923828125,14.275390625
289.0,94.275390625,72.6923828125,200.6923828125,36.9423828125,188.5517578125,1177.103515625,52.5517578125,30.275390625,94.275390625,26.025390625,-5.72412109375,58.27587890625,26.27587890625,9.1923828125,14.275390625
290.0,94.2421875,72.9091796875,200.9091796875,36.9091796875,188.9853515625,1179.970703125,52.4853515625,30.4921875,94.4921875,26.2421875,-5.75732421875,58.24267578125,26.24267578125,9.4091796875,14.4921875
291.0,94.2421875,72.9091796875,200.9091796875,36.9091796875,188.9853515625,1179.970703125,52.4853515625,30.4921875,94.4921875,26.2421875,-5.75732421875,58.24267578125,26.24267578125,9.4091796875,14.4921875
292.0,94.45703125,73.1240234375,201.1240234375,36.8740234375,189.4150390625,1182.830078125,52.4150390625,30.70703125,94.70703125,25.95703125,-5.79248046875,58.20751953125,26.20751953125,9.6240234375,14.70703125
293.0,94.45703125,73.1240234375,201.1240234375,36.8740234375,189.4150390625,1182.830078125,52.4150390625,30.70703125,94.70703125,25.95703125,-5.79248046875,58.20751953125,26.20751953125,9.6240234375,14.70703125
294.0,94.919921875,73.3369140625,201.3369140625,36.8369140625,189.8408203125,1185.681640625,52.3408203125,30.919921875,94.919921875,26.169921875,-5.82958984375,58.17041015625,26.17041015625,9.8369140625,14.919921875
295.0,94.919921875,73.3369140625,201.3369140625,36.8369140625,189.8408203125,1185.681640625,52.3408203125,30.919921875,94.919921875,26.169921875,-5.82958984375,58.17041015625,26.17041015625,9.8369140625,14.919921875
296.0,95.130859375,73.5478515625,201.5478515625,36.7978515625,190.2626953125,1188.525390625,52.2626953125,31.130859375,95.130859375,25.880859375,-5.86865234375,58.13134765625,26.13134765625,10.0478515625,15.130859375
297.0,95.130859375,73.5478515625,201.5478515625,36.7978515625,190.2626953125,1188.525390625,52.2626953125,31.130859375,95.130859375,25.880859375,-5.86865234375,58.13134765625,26.13134765625,10.0478515625,15.130859375
298.0,95.08984375,73.7568359375,201.7568359375,36.7568359375,190.6806640625,1191.361328125,52.1806640625,31.33984375,95.33984375,26.08984375,-5.90966796875,58.09033203125,26.09033203125,10.2568359375,15.33984375
299.0,95.08984375,73.7568359375,201.7568359375,36.7568359375,190.6806640625,1191.361328125,52.1806640625,31.33984375,95.33984375,26.08984375,-5.90966796875,58.09033203125,26.09033203125,10.2568359375,15.33984375
300.0,95.296875,73.9638671875,201.9638671875,36.7138671875,191.0947265625,1194.189453125,52.0947265625,31.546875,95.546875,25.796875,-5.95263671875,58.04736328125,26.04736328125,10.4638671875,15.546875
301.0,95.296875,73.9638671875,201.9638671875,36.7138671875,191.0947265625,1194.189453125,52.0947265625,31.546875,95.546875,25.796875,-5.95263671875,58.04736328125,26.04736328125,10.4638671875,15.546875
302.0,95.751953125,74.1689453125,202.1689453125,36.6689453125,191.5048828125,1197.009765625,52.0048828125,31.751953125,95.751953125,26.001953125,-5.99755859375,58.00244140625,26.00244140625,10.6689453125,15.751953125
303.0,95.751953125,74.1689453125,202.1689453125,36.6689453125,191.5048828125,1197.009765625,52.0048828125,31.751953125,95.751953125,26.001953125,-5.99755859375,58.00244140625,26.00244140625,10.6689453125,15.751953125
304.0,95.955078125,74.3720703125,202.3720703125,36.6220703125,191.9111328125,1199.822265625,51.9111328125,31.955078125,95.955078125,25.705078125,-6.04443359375,57.95556640625,25.95556640625,10.8720703125,15.955078125
305.0,95.955078125,74.3720703125,202.3720703125,36.6220703125,191.9111328125,1199.822265625,51.9111328125,31.955078125,95.955078125,25.705078125,-6.04443359375,57.95556640625,25.95556640625,10.8720703125,15.955078125
306.0,95.90625,74.5732421875,202.5732421875,36.5732421875,192.3134765625,1202.626953125,51.8134765625,32.15625,96.15625,25.90625,-6.09326171875,57.90673828125,25.90673828125,11.0732421875,16.15625
307.0,95.90625,74.5732421875,202.5732421875,36.5732421875,192.3134765625,1202.626953125,51.8134765625,32.15625,96.15625,25.90625,-6.09326171875,57.90673828125,25.90673828125,11.0732421875,16.15625
308.0,96.10546875,74.7724609375,202.7724609375,36.5224609375,192.7119140625,1205.423828125,51.7119140625,32.35546875,96.35546875,25.60546875,-6.14404296875,57.85595703125,25.85595703125,11.2724609375,16.35546875
309.0,96.10546875,74.7724609375,202.7724609375,36.5224609375,192.7119140625,1205.423828125,51.7119140625,32.35546875,96.35546875,25.60546875,-6.14404296875,57.85595703125,25.85595703125,11.2724609375,16.35546875
310.0,96.552734375,74.9697265625,202.9697265625,36.4697265625,193.1064453125,1208.212890625,51.6064453125,32.552734375,96.552734375,25.802734375,-6.19677734375,57.80322265625,25.80322265625,11.4697265625,16.552734375
311.0,96.552734375,74.9697265625,202.9697265625,36.4697265625,193.1064453125,1208.212890625,51.6064453125,32.552734375,96.552734375,25.802734375,-6.19677734375,57.80322265625,25.80322265625,11.4697265625,16.552734375
312.0,96.748046875,75.1650390625,203.1650390625,36.4150390625,193.4970703125,1210.994140625,51.4970703125,32.748046875,96.748046875,25.498046875,-6.25146484375,57.74853515625,25.74853515625,11.6650390625,16.748046875
313.0,96.748046875,75.1650390625,203.1650390625,36.4150390625,193.4970703125,1210.994140625,51.4970703125,32.748046875,96.748046875,25.498046875,-6.25146484375,57.74853515625,25.74853515625,11.6650390625,16.748046875
314.0,96.69140625,75.3583984375,203.3583984375,36.3583984375,193.8837890625,1213.767578125,51.3837890625,32.94140625,96.94140625,25.69140625,-6.30810546875,57.69189453125,25.69189453125,11.8583984375,16.94140625
315.0,96.69140625,75.3583984375,203.3583984375,36.3583984375,193.8837890625,1213.767578125,51.3837890625,32.94140625,96.94140625,25.69140625,-6.30810546875,57.69189453125,25.69189453125,11.8583984375,16.94140625
316.0,96.8828125,75.5498046875,203.5498046875,36.2998046875,194.2666015625,1216.533203125,51.2666015625,33.1328125,97.1328125,25.3828125,-6.36669921875,57.63330078125,25.63330078125,12.0498046875,17.1328125
317.0,96.8828125,75.5498046875,203.5498046875,36.2998046875,194.2666015625,1216.533203125,51.2666015625,33.1328125,97.1328125,25.3828125,-6.36669921875,57.63330078125,25.63330078125,12.0498046875,17.1328125
318.0,97.322265625,75.7392578125,203.7392578125,36.2392578125,194.6455078125,1219.291015625,51.1455078125,33.322265625,97.322265625,25.572265625,-6.42724609375,57.57275390625,25.57275390625,12.2392578125,17.322265625
319.0,97.322265625,75.7392578125,203.7392578125,36.2392578125,194.6455078125,1219.291015625,51.1455078125,33.322265625,97.322265625,25.572265625,-6.42724609375,57.57275390625,25.57275390625,12.2392578125,17.322265625
320.0,97.509765625,75.9267578125,203.9267578125,36.1767578125,195.0205078125,1222.041015625,51.0205078125,33.509765625,97.509765625,25.259765625,-6.48974609375,57.51025390625,25.51025390625,12.4267578125,17.509765625
321.0,97.509765625,75.9267578125,203.9267578125,36.1767578125,195.0205078125,1222.041015625,51.0205078125,33.509765625,97.509765625,25.259765625,-6.48974609375,57.51025390625,25.51025390625,12.4267578125,17.509765625
322.0,97.4453125,76.1123046875,204.1123046875,36.1123046875,195.3916015625,1224.783203125,50.8916015625,33.6953125,97.6953125,25.4453125,-6.55419921875,57.44580078125,25.44580078125,12.6123046875,17.6953125
323.0,97.4453125,76.1123046875,204.1123046875,36.1123046875,195.3916015625,1224.783203125,50.8916015625,33.6953125,97.6953125,25.4453125,-6.55419921875,57.44580078125,25.44580078125,12.6123046875,17.6953125
324.0,97.62890625,76.2958984375,204.2958984375,36.0458984375,195.7587890625,1227.517578125,50.7587890625,33.87890625,97.87890625,25.12890625,-6.62060546875,57.37939453125,25.37939453125,12.7958984375,17.87890625
325.0,97.62890625,76.2958984375,204.2958984375,36.0458984375,195.7587890625,1227.517578125,50.7587890625,33.87890625,97.87890625,25.12890625,-6.62060546875,57.37939453125,25.37939453125,12.7958984375,17.87890625
326.0,98.060546875,76.4775390625,204.4775390625,35.9775390625,196.1220703125,1230.244140625,50.6220703125,34.060546875,98.060546875,25.310546875,-6.68896484375,57.31103515625,25.31103515625,12.9775390625,18.060546875
327.0,98.060546875,76.4775390625,204.4775390625,35.9775390625,196.1220703125,1230.244140625,50.6220703125,34.060546875,98.060546875,25.310546875,-6.68896484375,57.31103515625,25.31103515625,12.9775390625,18.060546875
328.0,98.240234375,76.6572265625,204.6572265625,35.9072265625,196.4814453125,1232.962890625,50.4814453125,34.240234375,98.240234375,24.990234375,-6.75927734375,57.24072265625,25.24072265625,13.1572265625,18.240234375
329.0,98.240234375,76.6572265625,204.6572265625,35.9072265625,196.4814453125,1232.962890625,50.4814453125,34.240234375,98.240234375,24.990234375,-6.75927734375,57.24072265625,25.24072265625,13.1572265625,18.240234375
330.0,98.16796875,76.8349609375,204.8349609375,35.8349609375,196.8369140625,1235.673828125,50.3369140625,34.41796875,98.41796875,25.16796875,-6.83154296875,57.16845703125,25.16845703125,13.3349609375,18.41796875
331.0,98.16796875,76.8349609375,204.8349609375,35.8349609375,196.8369140625,1235.673828125,50.3369140625,34.41796875,98.41796875,25.16796875,-6.83154296875,57.16845703125,25.16845703125,13.3349609375,18.41796875
332.0,98.34375,77.0107421875,205.0107421875,35.7607421875,197.1884765625,1238.376953125,50.1884765625,34.59375,98.59375,24.84375,-6.90576171875,57.09423828125,25.09423828125,13.5107421875,18.59375
333.0,98.34375,77.0107421875,205.0107421875,35.7607421875,197.1884765625,1238.376953125,50.1884765625,34.59375,98.59375,24.84375,-6.90576171875,57.09423828125,25.09423828125,13.5107421875,18.59375
334.0,98.767578125,77.1845703125,205.1845703125,35.6845703125,197.5361328125,1241.072265625,50.0361328125,34.767578125,98.767578125,25.017578125,-6.98193359375,57.01806640625,25.01806640625,13.6845703125,18.767578125
335.0,98.767578125,77.1845703125,205.1845703125,35.6845703125,197.5361328125,1241.072265625,50.0361328125,34.767578125,98.767578125,25.017578125,-6.98193359375,57.01806640625,25.01806640625,13.6845703125,18.767578125
336.0,98.939453125,77.3564453125,205.3564453125,35.6064453125,197.8798828125,1243.759765625,49.8798828125,34.939453125,98.939453125,24.689453125,-7.06005859375,56.93994140625,24.93994140625,13.8564453125,18.939453125
337.0,98.939453125,77.3564453125,205.3564453125,35.6064453125,197.8798828125,1243.759765625,49.8798828125,34.939453125,98.939453125,24.689453125,-7.06005859375,56.93994140625,24.93994140625,13.8564453125,18.939453125
338.0,98.859375,77.5263671875,205.5263671875,35.5263671875,198.2197265625,1246.439453125,49.7197265625,35.109375,99.109375,24.859375,-7.14013671875,56.85986328125,24.85986328125,14.0263671875,19.109375
339.0,98.859375,77.5263671875,205.5263671875,35.5263671875,198.2197265625,1246.439453125,49.7197265625,35.109375,99.109375,24.859375,-7.14013671875,56.85986328125,24.85986328125,14.0263671875,19.109375
340.0,99.02734375,77.6943359375,205.6943359375,35.4443359375,198.5556640625,1249.111328125,49.5556640625,35.27734375,99.27734375,24.52734375,-7.22216796875,56.77783203125,24.77783203125,14.1943359375,19.27734375
341.0,99.02734375,77.6943359375,205.6943359375,35.4443359375,198.5556640625,1249.111328125,49.5556640625,35.27734375,99.27734375,24.52734375,-7.22216796875,56.77783203125,24.77783203125,14.1943359375,19.27734375
342.0,99.443359375,77.8603515625,205.8603515625,35.3603515625,198.8876953125,1251.775390625,49.3876953125,35.443359375,99.443359375,24.693359375,-7.30615234375,56.69384765625,24.69384765625,14.3603515625,19.443359375
343.0,99.443359375,77.8603515625,205.8603515625,35.3603515625,198.8876953125,1251.775390625,49.3876953125,35.443359375,99.443359375,24.693359375,-7.30615234375,56.69384765625,24.69384765625,14.3603515625,19.443359375
344.0,99.607421875,78.0244140625,206.0244140625,35.2744140625,199.2158203125,1254.431640625,49.2158203125,35.607421875,99.607421875,24.357421875,-7.39208984375,56.60791015625,24.60791015625,14.5244140625,19.607421875
345.0,99.607421875,78.0244140625,206.0244140625,35.2744140625,199.2158203125,1254.431640625,49.2158203125,35.607421875,99.607421875,24.357421875,-7.39208984375,56.60791015625,24.60791015625,14.5244140625,19.607421875
346.0,99.51953125,78.1865234375,206.1865234375,35.1865234375,199.5400390625,1257.080078125,49.0400390625,35.76953125,99.76953125,24.51953125,-7.47998046875,56.52001953125,24.52001953125,14.6865234375,19.76953125
347.0,99.51953125,78.1865234375,206.1865234375,35.1865234375,199.5400390625,1257.080078125,49.0400390625,35.76953125,99.76953125,24.51953125,-7.47998046875,56.52001953125,24.52001953125,14.6865234375,19.76953125
348.0,99.6796875,78.3466796875,206.3466796875,35.0966796875,199.8603515625,1259.720703125,48.8603515625,35.9296875,99.9296875,24.1796875,-7.56982421875,56.43017578125,24.43017578125,14.8466796875,19.9296875
349.0,99.6796875,78.3466796875,206.3466796875,35.0966796875,199.8603515625,1259.720703125,48.8603515625,35.9296875,99.9296875,24.1796875,-7.56982421875,56.43017578125,24.43017578125,14.8466796875,19.9296875
350.0,100.087890625,78.5048828125,206.5048828125,35.0048828125,200.1767578125,1262.353515625,48.6767578125,36.087890625,100.087890625,24.337890625,-7.66162109375,56.33837890625,24.33837890625,15.0048828125,20.087890625
351.0,100.087890625,78.5048828125,206.5048828125,35.0048828125,200.1767578125,1262.353515625,48.6767578125,36.087890625,100.087890625,24.337890625,-7.66162109375,56.33837890625,24.33837890625,15.0048828125,20.087890625
352.0,100.244140625,78.6611328125,206.6611328125,34.9111328125,200.4892578125,1264.978515625,48.4892578125,36.244140625,100.244140625,23.994140625,-7.75537109375,56.24462890625,24.24462890625,15.1611328125,20.244140625
353.0,100.244140625,78.6611328125,206.6611328125,34.9111328125,200.4892578125,1264.978515625,48.4892578125,36.244140625,100.244140625,23.994140625,-7.75537109375,56.24462890625,24.24462890625,15.1611328125,20.244140625
354.0,100.1484375,78.8154296875,206.8154296875,34.8154296875,200.7978515625,1267.595703125,48.2978515625,36.3984375,100.3984375,24.1484375,-7.85107421875,56.14892578125,24.14892578125,15.3154296875,20.3984375
355.0,100.1484375,78.8154296875,206.8154296875,34.8154296875,200.7978515625,1267.595703125,48.2978515625,36.3984375,100.3984375,24.1484375,-7.85107421875,56.14892578125,24.14892578125,15.3154296875,20.3984375
356.0,100.30078125,78.9677734375,206.9677734375,34.7177734375,201.1025390625,1270.205078125,48.1025390625,36.55078125,100.55078125,23.80078125,-7.94873046875,56.05126953125,24.05126953125,15.4677734375,20.55078125
357.0,100.30078125,78.9677734375,206.9677734375,34.7177734375,201.1025390625,1270.205078125,48.1025390625,36.55078125,100.55078125,23.80078125,-7.94873046875,56.05126953125,24.05126953125,15.4677734375,20.55078125
358.0,100.701171875,79.1181640625,207.1181640625,34.6181640625,201.4033203125,1272.806640625,47.9033203125,36.701171875,100.701171875,23.951171875,-8.04833984375,55.95166015625,23.95166015625,15.6181640625,20.701171875
359.0,100.701171875,79.1181640625,207.1181640625,34.6181640625,201.4033203125,1272.806640625,47.9033203125,36.701171875,100.701171875,23.951171875,-8.04833984375,55.95166015625,23.95166015625,15.6181640625,20.701171875
360.0,100.849609375,79.2666015625,207.2666015625,34.5166015625,201.7001953125,1275.400390625,47.7001953125,36.849609375,100.849609375,23.599609375,-8.14990234375,55.85009765625,23.85009765625,15.7666015625,20.849609375
361.0,100.849609375,79.2666015625,207.2666015625,34.5166015625,201.7001953125,1275.400390625,47.7001953125,36.849609375,100.849609375,23.599609375,-8.14990234375,55.85009765625,23.85009765625,15.7666015625,20.849609375
362.0,100.74609375,79.4130859375,207.4130859375,34.4130859375,201.9931640625,1277.986328125,47.4931640625,36.99609375,100.99609375,23.74609375,-8.25341796875,55.74658203125,23.74658203125,15.9130859375,20.99609375
363.0,100.74609375,79.4130859375,207.4130859375,34.4130859375,201.9931640625,1277.986328125,47.4931640625,36.99609375,100.99609375,23.74609375,-8.25341796875,55.74658203125,23.74658203125,15.9130859375,20.99609375
364.0,100.890625,79.5576171875,207.5576171875,34.3076171875,202.2822265625,1280.564453125,47.2822265625,37.140625,101.140625,23.390625,-8.35888671875,55.64111328125,23.64111328125,16.0576171875,21.140625
365.0,100.890625,79.5576171875,207.5576171875,34.3076171875,202.2822265625,1280.564453125,47.2822265625,37.140625,101.140625,23.390625,-8.35888671875,55.64111328125,23.64111328125,16.0576171875,21.140625
366.0,101.283203125,79.7001953125,207.7001953125,34.2001953125,202.5673828125,1283.134765625,47.0673828125,37.283203125,101.283203125,23.533203125,-8.46630859375,55.53369140625,23.53369140625,16.2001953125,21.283203125
367.0,101.283203125,79.7001953125,207.7001953125,34.2001953125,202.5673828125,1283.134765625,47.0673828125,37.283203125,101.283203125,23.533203125,-8.46630859375,55.53369140625,23.53369140625,16.2001953125,21.283203125
368.0,101.423828125,79.8408203125,207.8408203125,34.0908203125,202.8486328125,1285.697265625,46.8486328125,37.423828125,101.423828125,23.173828125,-8.57568359375,55.42431640625,23.42431640625,16.3408203125,21.423828125
369.0,101.423828125,79.8408203125,207.8408203125,34.0908203125,202.8486328125,1285.697265625,46.8486328125,37.423828125,101.423828125,23.173828125,-8.57568359375,55.42431640625,23.42431640625,16.3408203125,21.423828125
370.0,101.3125,79.9794921875,207.9794921875,33.9794921875,203.1259765625,1288.251953125,46.6259765625,37.5625,101.5625,23.3125,-8.68701171875,55.31298828125,23.31298828125,16.4794921875,21.5625
371.0,101.3125,79.9794921875,207.9794921875,33.9794921875,203.1259765625,1288.251953125,46.6259765625,37.5625,101.5625,23.3125,-8.68701171875,55.31298828125,23.31298828125,16.4794921875,21.5625
372.0,101.44921875,80.1162109375,208.1162109375,33.8662109375,203.3994140625,1290.798828125,46.3994140625,37.69921875,101.69921875,22.94921875,-8.80029296875,55.19970703125,23.19970703125,16.6162109375,21.69921875
373.0,101.44921875,80.1162109375,208.1162109375,33.8662109375,203.3994140625,1290.798828125,46.3994140625,37.69921875,101.69921875,22.94921875,-8.80029296875,55.19970703125,23.19970703125,16.6162109375,21.69921875
374.0,101.833984375,80.2509765625,208.2509765625,33.7509765625,203.6689453125,1293.337890625,46.1689453125,37.833984375,101.833984375,23.083984375,-8.91552734375,55.08447265625,23.08447265625,16.7509765625,21.833984375
375.0,101.833984375,80.2509765625,208.2509765625,33.7509765625,203.6689453125,1293.337890625,46.1689453125,37.833984375,101.833984375,23.083984375,-8.91552734375,55.08447265625,23.08447265625,16.7509765625,21.833984375
376.0,101.966796875,80.3837890625,208.3837890625,33.6337890625,203.9345703125,1295.869140625,45.9345703125,37.966796875,101.966796875,22.716796875,-9.03271484375,54.96728515625,22.96728515625,16.8837890625,21.966796875
377.0,101.966796875,80.3837890625,208.3837890625,33.6337890625,203.9345703125,1295.869140625,45.9345703125,37.966796875,101.966796875,22.716796875,-9.03271484375,54.96728515625,22.96728515625,16.8837890625,21.966796875
378.0,101.84765625,80.5146484375,208.5146484375,33.5146484375,204.1962890625,1298.392578125,45.6962890625,38.09765625,102.09765625,22.84765625,-9.15185546875,54.84814453125,22.84814453125,17.0146484375,22.09765625
379.0,101.84765625,80.5146484375,208.5146484375,33.5146484375,204.1962890625,1298.392578125,45.6962890625,38.09765625,102.09765625,22.84765625,-9.15185546875,54.84814453125,22.84814453125,17.0146484375,22.09765625
380.0,101.9765625,80.6435546875,208.6435546875,33.3935546875,204.4541015625,1300.908203125,45.4541015625,38.2265625,102.2265625,22.4765625,-9.27294921875,54.72705078125,22.72705078125,17.1435546875,22.2265625
381.0,101.9765625,80.6435546875,208.6435546875,33.3935546875,204.4541015625,1300.908203125,45.4541015625,38.2265625,102.2265625,22.4765625,-9.27294921875,54.72705078125,22.72705078125,17.1435546875,22.2265625
382.0,102.353515625,80.7705078125,208.7705078125,33.2705078125,204.7080078125,1303.416015625,45.2080078125,38.353515625,102.353515625,22.603515625,-9.39599609375,54.60400390625,22.60400390625,17.2705078125,22.353515625
383.0,102.353515625,80.7705078125,208.7705078125,33.2705078125,204.7080078125,1303.416015625,45.2080078125,38.353515625,102.353515625,22.603515625,-9.39599609375,54.60400390625,22.60400390625,17.2705078125,22.353515625
384.0,102.478515625,80.8955078125,208.8955078125,33.1455078125,204.9580078125,1305.916015625,44.9580078125,38.478515625,102.478515625,22.228515625,-9.52099609375,54.47900390625,22.47900390625,17.3955078125,22.478515625
385.0,102.478515625,80.8955078125,208.8955078125,33.1455078125,204.9580078125,1305.916015625,44.9580078125,38.478515625,102.478515625,22.228515625,-9.52099609375,54.47900390625,22.47900390625,17.3955078125,22.478515625
386.0,102.3515625,81.0185546875,209.0185546875,33.0185546875,205.2041015625,1308.408203125,44.7041015625,38.6015625,102.6015625,22.3515625,-9.64794921875,54.35205078125,22.35205078125,17.5185546875,22.6015625
387.0,102.3515625,81.0185546875,209.0185546875,33.0185546875,205.2041015625,1308.408203125,44.7041015625,38.6015625,102.6015625,22.3515625,-9.64794921875,54.35205078125,22.35205078125,17.5185546875,22.6015625
388.0,102.47265625,81.1396484375,209.1396484375,32.8896484375,205.4462890625,1310.892578125,44.4462890625,38.72265625,102.72265625,21.97265625,-9.77685546875,54.22314453125,22.22314453125,17.6396484375,22.72265625
389.0,102.47265625,81.1396484375,209.1396484375,32.8896484375,205.4462890625,1310.892578125,44.4462890625,38.72265625,102.72265625,21.97265625,-9.77685546875,54.22314453125,22.22314453125,17.6396484375,22.72265625
390.0,102.841796875,81.2587890625,209.2587890625,32.7587890625,205.6845703125,1313.369140625,44.1845703125,38.841796875,102.841796875,22.091796875,-9.90771484375,54.09228515625,22.09228515625,17.7587890625,22.841796875
391.0,102.841796875,81.2587890625,209.2587890625,32.7587890625,205.6845703125,1313.369140625,44.1845703125,38.841796875,102.841796875,22.091796875,-9.90771484375,54.09228515625,22.09228515625,17.7587890625,22.841796875
392.0,102.958984375,81.3759765625,209.3759765625,32.6259765625,205.9189453125,1315.837890625,43.9189453125,38.958984375,102.958984375,21.708984375,-10.04052734375,53.95947265625,21.95947265625,17.8759765625,22.958984375
393.0,102.958984375,81.3759765625,209.3759765625,32.6259765625,205.9189453125,1315.837890625,43.9189453125,38.958984375,102.958984375,21.708984375,-10.04052734375,53.95947265625,21.95947265625,17.8759765625,22.958984375
394.0,102.82421875,81.4912109375,209.4912109375,32.4912109375,206.1494140625,1318.298828125,43.6494140625,39.07421875,103.07421875,21.82421875,-10.17529296875,53.82470703125,21.82470703125,17.9912109375,23.07421875
395.0,102.82421875,81.4912109375,209.4912109375,32.4912109375,206.1494140625,1318.298828125,43.6494140625,39.07421875,103.07421875,21.82421875,-10.17529296875,53.82470703125,21.82470703125,17.9912109375,23.07421875
