freq,db20
 3.48633E+06 ,-9.88796E+01 
 3.49609E+06 ,-1.05087E+02 
 3.50586E+06 ,-9.74623E+01 
 3.51562E+06 ,-1.05020E+02 
 3.52539E+06 ,-1.01773E+02 
 3.53516E+06 ,-1.03938E+02 
 3.54492E+06 ,-9.99693E+01 
 3.55469E+06 ,-1.00852E+02 
 3.56445E+06 ,-9.83678E+01 
 3.57422E+06 ,-9.67574E+01 
 3.58398E+06 ,-9.46147E+01 
 3.59375E+06 ,-1.01560E+02 
 3.60352E+06 ,-1.04424E+02 
 3.61328E+06 ,-1.00046E+02 
 3.62305E+06 ,-9.71600E+01 
 3.63281E+06 ,-9.79437E+01 
 3.64258E+06 ,-9.82505E+01 
 3.65234E+06 ,-1.02223E+02 
 3.66211E+06 ,-1.07021E+02 
 3.67188E+06 ,-1.24865E+02 
 3.68164E+06 ,-1.06549E+02 
 3.69141E+06 ,-1.09943E+02 
 3.70117E+06 ,-1.00100E+02 
 3.71094E+06 ,-1.03443E+02 
 3.72070E+06 ,-1.08297E+02 
 3.73047E+06 ,-1.14556E+02 
 3.74023E+06 ,-1.13287E+02 
 3.75000E+06 ,-1.12484E+02 
 3.75977E+06 ,-1.05663E+02 
 3.76953E+06 ,-1.04934E+02 
 3.77930E+06 ,-1.00154E+02 
 3.78906E+06 ,-1.14225E+02 
 3.79883E+06 ,-1.04494E+02 
 3.80859E+06 ,-1.03106E+02 
 3.81836E+06 ,-1.01906E+02 
 3.82812E+06 ,-1.02287E+02 
 3.83789E+06 ,-9.98311E+01 
 3.84766E+06 ,-1.01637E+02 
 3.85742E+06 ,-1.00806E+02 
 3.86719E+06 ,-1.05192E+02 
 3.87695E+06 ,-9.79572E+01 
 3.88672E+06 ,-1.04928E+02 
 3.89648E+06 ,-9.87884E+01 
 3.90625E+06 ,-1.12134E+02 
 3.91602E+06 ,-1.03662E+02 
 3.92578E+06 ,-1.04127E+02 
 3.93555E+06 ,-9.64536E+01 
 3.94531E+06 ,-1.01405E+02 
 3.95508E+06 ,-1.00276E+02 
 3.96484E+06 ,-1.15616E+02 
 3.97461E+06 ,-1.03703E+02 
 3.98438E+06 ,-1.02950E+02 
 3.99414E+06 ,-1.01304E+02 
 4.00391E+06 ,-1.02598E+02 
 4.01367E+06 ,-1.04053E+02 
 4.02344E+06 ,-1.06529E+02 
 4.03320E+06 ,-1.04306E+02 
 4.04297E+06 ,-1.03799E+02 
 4.05273E+06 ,-1.03338E+02 
 4.06250E+06 ,-1.03028E+02 
 4.07227E+06 ,-9.86718E+01 
 4.08203E+06 ,-1.03930E+02 
 4.09180E+06 ,-1.13764E+02 
 4.10156E+06 ,-1.07425E+02 
 4.11133E+06 ,-1.01900E+02 
 4.12109E+06 ,-1.07012E+02 
 4.13086E+06 ,-1.04872E+02 
 4.14062E+06 ,-1.09425E+02 
 4.15039E+06 ,-1.17506E+02 
 4.16016E+06 ,-1.02956E+02 
 4.16992E+06 ,-9.73261E+01 
 4.17969E+06 ,-9.91033E+01 
 4.18945E+06 ,-1.00830E+02 
 4.19922E+06 ,-1.02912E+02 
 4.20898E+06 ,-1.00205E+02 
 4.21875E+06 ,-1.17154E+02 
 4.22852E+06 ,-1.03103E+02 
 4.23828E+06 ,-1.02989E+02 
 4.24805E+06 ,-9.61398E+01 
 4.25781E+06 ,-1.01395E+02 
 4.26758E+06 ,-1.02012E+02 
 4.27734E+06 ,-1.05992E+02 
 4.28711E+06 ,-1.12913E+02 
 4.29688E+06 ,-1.10216E+02 
 4.30664E+06 ,-1.01609E+02 
 4.31641E+06 ,-1.02079E+02 
 4.32617E+06 ,-9.78814E+01 
 4.33594E+06 ,-1.06686E+02 
 4.34570E+06 ,-1.06192E+02 
 4.35547E+06 ,-1.08237E+02 
 4.36523E+06 ,-9.92743E+01 
 4.37500E+06 ,-1.01063E+02 
 4.38477E+06 ,-1.03335E+02 
 4.39453E+06 ,-1.02176E+02 
 4.40430E+06 ,-9.89336E+01 
 4.41406E+06 ,-1.05773E+02 
 4.42383E+06 ,-9.74488E+01 
 4.43359E+06 ,-1.04133E+02 
 4.44336E+06 ,-1.18627E+02 
 4.45312E+06 ,-1.19360E+02 
 4.46289E+06 ,-1.09816E+02 
 4.47266E+06 ,-1.06136E+02 
 4.48242E+06 ,-1.00109E+02 
 4.49219E+06 ,-9.86936E+01 
 4.50195E+06 ,-9.71098E+01 
 4.51172E+06 ,-1.04693E+02 
 4.52148E+06 ,-1.05319E+02 
 4.53125E+06 ,-1.01297E+02 
 4.54102E+06 ,-9.51224E+01 
 4.55078E+06 ,-1.00966E+02 
 4.56055E+06 ,-1.01099E+02 
 4.57031E+06 ,-9.83917E+01 
 4.58008E+06 ,-9.63409E+01 
 4.58984E+06 ,-1.02196E+02 
 4.59961E+06 ,-1.06285E+02 
 4.60938E+06 ,-1.11011E+02 
 4.61914E+06 ,-1.00461E+02 
 4.62891E+06 ,-1.02927E+02 
 4.63867E+06 ,-1.05512E+02 
 4.64844E+06 ,-1.08522E+02 
 4.65820E+06 ,-1.04816E+02 
 4.66797E+06 ,-1.04076E+02 
 4.67773E+06 ,-9.94279E+01 
 4.68750E+06 ,-9.91872E+01 
 4.69727E+06 ,-9.88057E+01 
 4.70703E+06 ,-1.03630E+02 
 4.71680E+06 ,-1.11226E+02 
 4.72656E+06 ,-1.14493E+02 
 4.73633E+06 ,-1.16369E+02 
 4.74609E+06 ,-1.23532E+02 
 4.75586E+06 ,-1.11101E+02 
 4.76562E+06 ,-1.06795E+02 
 4.77539E+06 ,-1.01351E+02 
 4.78516E+06 ,-1.02054E+02 
 4.79492E+06 ,-1.00782E+02 
 4.80469E+06 ,-1.07534E+02 
 4.81445E+06 ,-9.71870E+01 
 4.82422E+06 ,-1.05451E+02 
 4.83398E+06 ,-1.00403E+02 
 4.84375E+06 ,-1.01892E+02 
 4.85352E+06 ,-9.20919E+01 
 4.86328E+06 ,-9.98388E+01 
 4.87305E+06 ,-1.05480E+02 
 4.88281E+06 ,-1.05934E+02 
 4.89258E+06 ,-1.05222E+02 
 4.90234E+06 ,-1.03396E+02 
 4.91211E+06 ,-9.83532E+01 
 4.92188E+06 ,-1.13849E+02 
 4.93164E+06 ,-1.01163E+02 
 4.94141E+06 ,-1.06051E+02 
 4.95117E+06 ,-1.03766E+02 
 4.96094E+06 ,-9.99979E+01 
 4.97070E+06 ,-9.71732E+01 
 4.98047E+06 ,-1.00602E+02 
 4.99023E+06 ,-1.03871E+02 
