t,v_swsamp
 1.72345E-05 , 4.22687E-13 
 1.73047E-05 , 0.00000E+00 
 1.73096E-05 , 0.00000E+00 
 1.73096E-05 , 9.00000E-01 
 1.73345E-05 , 9.00000E-01 
 1.73345E-05 , 1.44735E-12 
 1.73547E-05 , 0.00000E+00 
 1.74096E-05 , 0.00000E+00 
 1.74096E-05 , 9.00000E-01 
 1.74345E-05 , 9.00000E-01 
 1.74345E-05 , 3.15544E-29 
 1.75096E-05 , 0.00000E+00 
 1.75096E-05 , 9.00000E-01 
 1.75345E-05 , 9.00000E-01 
 1.75345E-05 ,-1.00974E-38 
 1.76096E-05 , 0.00000E+00 
 1.76096E-05 , 9.00000E-01 
 1.76345E-05 , 9.00000E-01 
 1.76345E-05 , 3.35498E-19 
 1.77096E-05 , 0.00000E+00 
 1.77096E-05 , 9.00000E-01 
 1.77345E-05 , 9.00000E-01 
 1.77345E-05 , 2.60246E-18 
 1.78096E-05 , 0.00000E+00 
 1.78096E-05 , 9.00000E-01 
 1.78345E-05 , 9.00000E-01 
 1.78345E-05 , 5.04871E-39 
 1.79096E-05 , 0.00000E+00 
 1.79096E-05 , 9.00000E-01 
 1.79345E-05 , 9.00000E-01 
 1.79345E-05 , 8.92975E-20 
 1.80096E-05 , 0.00000E+00 
 1.80096E-05 , 9.00000E-01 
 1.80345E-05 , 9.00000E-01 
 1.80345E-05 , 9.86076E-31 
 1.81096E-05 , 0.00000E+00 
 1.81096E-05 , 9.00000E-01 
 1.81345E-05 , 9.00000E-01 
 1.81345E-05 , 0.00000E+00 
 1.82096E-05 , 0.00000E+00 
 1.82096E-05 , 9.00000E-01 
 1.82345E-05 , 9.00000E-01 
 1.82345E-05 ,-9.86076E-32 
 1.83096E-05 , 0.00000E+00 
 1.83096E-05 , 9.00000E-01 
 1.83345E-05 , 9.00000E-01 
 1.83345E-05 , 0.00000E+00 
 1.84096E-05 , 0.00000E+00 
 1.84096E-05 , 9.00000E-01 
 1.84345E-05 , 9.00000E-01 
 1.84345E-05 , 0.00000E+00 
 1.85096E-05 , 0.00000E+00 
 1.85096E-05 , 9.00000E-01 
 1.85345E-05 , 9.00000E-01 
 1.85345E-05 , 0.00000E+00 
 1.86096E-05 , 0.00000E+00 
 1.86096E-05 , 9.00000E-01 
 1.86345E-05 , 9.00000E-01 
 1.86345E-05 , 1.20255E-18 
 1.87096E-05 , 0.00000E+00 
 1.87096E-05 , 9.00000E-01 
 1.87345E-05 , 9.00000E-01 
 1.87345E-05 ,-5.04767E-39 
 1.88096E-05 , 0.00000E+00 
 1.88096E-05 , 9.00000E-01 
 1.88345E-05 , 9.00000E-01 
 1.88345E-05 , 4.62223E-33 
 1.89096E-05 , 0.00000E+00 
 1.89096E-05 , 9.00000E-01 
 1.89345E-05 , 9.00000E-01 
 1.89345E-05 , 5.81531E-23 
 1.90096E-05 , 0.00000E+00 
 1.90096E-05 , 9.00000E-01 
 1.90345E-05 , 9.00000E-01 
 1.90345E-05 , 0.00000E+00 
 1.91096E-05 , 0.00000E+00 
 1.91096E-05 , 9.00000E-01 
 1.91345E-05 , 9.00000E-01 
 1.91345E-05 ,-9.78188E-29 
 1.92096E-05 , 0.00000E+00 
 1.92096E-05 , 9.00000E-01 
 1.92345E-05 , 9.00000E-01 
 1.92345E-05 ,-1.54074E-32 
 1.93096E-05 , 0.00000E+00 
 1.93096E-05 , 9.00000E-01 
 1.93345E-05 , 9.00000E-01 
 1.93345E-05 , 1.37478E-18 
 1.94096E-05 , 0.00000E+00 
 1.94096E-05 , 9.00000E-01 
 1.94345E-05 , 9.00000E-01 
 1.94345E-05 , 1.33026E-19 
 1.95096E-05 , 0.00000E+00 
 1.95096E-05 , 9.00000E-01 
 1.95345E-05 , 9.00000E-01 
 1.95345E-05 , 6.54132E-18 
 1.96096E-05 , 0.00000E+00 
 1.96096E-05 , 9.00000E-01 
 1.96345E-05 , 9.00000E-01 
 1.96345E-05 , 2.53176E-13 
 1.97096E-05 , 0.00000E+00 
 1.97096E-05 , 9.00000E-01 
 1.97345E-05 , 9.00000E-01 
 1.97345E-05 ,-3.08149E-33 
 1.98096E-05 , 0.00000E+00 
 1.98096E-05 , 9.00000E-01 
 1.98345E-05 , 9.00000E-01 
 1.98345E-05 , 0.00000E+00 
 1.99096E-05 , 0.00000E+00 
 1.99096E-05 , 9.00000E-01 
 1.99345E-05 , 9.00000E-01 
 1.99345E-05 , 3.08149E-33 
 2.00096E-05 , 0.00000E+00 
 2.00096E-05 , 9.00000E-01 
 2.00345E-05 , 9.00000E-01 
 2.00345E-05 , 2.43051E-13 
 2.01096E-05 , 0.00000E+00 
 2.01096E-05 , 9.00000E-01 
 2.01345E-05 , 9.00000E-01 
 2.01345E-05 ,-6.16298E-33 
 2.02096E-05 , 0.00000E+00 
 2.02096E-05 , 9.00000E-01 
 2.02345E-05 , 9.00000E-01 
 2.02345E-05 , 6.90253E-31 
 2.03096E-05 , 0.00000E+00 
 2.03096E-05 , 9.00000E-01 
 2.03345E-05 , 9.00000E-01 
 2.03345E-05 , 1.54074E-33 
 2.04096E-05 , 0.00000E+00 
 2.04096E-05 , 9.00000E-01 
 2.04345E-05 , 9.00000E-01 
 2.04345E-05 , 4.62223E-33 
 2.05096E-05 , 0.00000E+00 
 2.05096E-05 , 9.00000E-01 
 2.05345E-05 , 9.00000E-01 
 2.05345E-05 , 9.00226E-22 
 2.06096E-05 , 0.00000E+00 
 2.06096E-05 , 9.00000E-01 
 2.06345E-05 , 9.00000E-01 
 2.06345E-05 , 3.26833E-18 
 2.07096E-05 , 0.00000E+00 
 2.07096E-05 , 9.00000E-01 
 2.07345E-05 , 9.00000E-01 
 2.07345E-05 ,-1.73549E-29 
 2.08096E-05 , 0.00000E+00 
 2.08096E-05 , 9.00000E-01 
 2.08345E-05 , 9.00000E-01 
 2.08345E-05 , 1.13820E-20 
 2.09096E-05 , 0.00000E+00 
 2.09096E-05 , 9.00000E-01 
 2.09345E-05 , 9.00000E-01 
 2.09345E-05 , 0.00000E+00 
 2.10096E-05 , 0.00000E+00 
 2.10096E-05 , 9.00000E-01 
 2.10345E-05 , 9.00000E-01 
 2.10345E-05 , 5.88706E-21 
 2.11096E-05 , 0.00000E+00 
 2.11096E-05 , 9.00000E-01 
 2.11345E-05 , 9.00000E-01 
 2.11345E-05 ,-1.54074E-33 
 2.12096E-05 , 0.00000E+00 
 2.12096E-05 , 9.00000E-01 
 2.12345E-05 , 9.00000E-01 
 2.12345E-05 , 1.80390E-19 
 2.13096E-05 , 0.00000E+00 
 2.13096E-05 , 9.00000E-01 
 2.13345E-05 , 9.00000E-01 
 2.13345E-05 , 1.18329E-30 
 2.14096E-05 , 0.00000E+00 
 2.14096E-05 , 9.00000E-01 
 2.14345E-05 , 9.00000E-01 
 2.14345E-05 , 0.00000E+00 
 2.15096E-05 , 0.00000E+00 
 2.15096E-05 , 9.00000E-01 
 2.15345E-05 , 9.00000E-01 
 2.15345E-05 ,-1.84889E-32 
 2.16096E-05 , 0.00000E+00 
 2.16096E-05 , 9.00000E-01 
 2.16345E-05 , 9.00000E-01 
 2.16345E-05 ,-5.95042E-22 
 2.17096E-05 , 0.00000E+00 
 2.17096E-05 , 9.00000E-01 
 2.17345E-05 , 9.00000E-01 
 2.17345E-05 ,-1.00974E-38 
 2.18096E-05 , 0.00000E+00 
 2.18096E-05 , 9.00000E-01 
 2.18345E-05 , 9.00000E-01 
 2.18345E-05 , 8.90646E-20 
 2.19096E-05 , 0.00000E+00 
 2.19096E-05 , 9.00000E-01 
 2.19345E-05 , 9.00000E-01 
 2.19345E-05 , 2.31112E-33 
 2.20096E-05 , 0.00000E+00 
 2.20096E-05 , 9.00000E-01 
 2.20345E-05 , 9.00000E-01 
 2.20345E-05 ,-4.62223E-33 
 2.21096E-05 , 0.00000E+00 
 2.21096E-05 , 9.00000E-01 
 2.21345E-05 , 9.00000E-01 
 2.21345E-05 , 1.30118E-22 
 2.22096E-05 , 0.00000E+00 
 2.22096E-05 , 9.00000E-01 
 2.22345E-05 , 9.00000E-01 
 2.22345E-05 ,-1.54074E-33 
 2.23096E-05 , 0.00000E+00 
 2.23096E-05 , 9.00000E-01 
 2.23345E-05 , 9.00000E-01 
 2.23345E-05 , 1.97215E-30 
 2.24096E-05 , 0.00000E+00 
 2.24096E-05 , 9.00000E-01 
 2.24345E-05 , 9.00000E-01 
 2.24345E-05 , 1.84889E-32 
 2.25096E-05 , 0.00000E+00 
 2.25096E-05 , 9.00000E-01 
 2.25345E-05 , 9.00000E-01 
 2.25345E-05 ,-4.08664E-21 
 2.26096E-05 , 0.00000E+00 
 2.26096E-05 , 9.00000E-01 
 2.26345E-05 , 9.00000E-01 
 2.26345E-05 ,-3.08149E-33 
 2.27096E-05 , 0.00000E+00 
 2.27096E-05 , 9.00000E-01 
 2.27345E-05 , 9.00000E-01 
 2.27345E-05 , 1.91406E-18 
 2.28096E-05 , 0.00000E+00 
 2.28096E-05 , 9.00000E-01 
 2.28345E-05 , 9.00000E-01 
 2.28345E-05 , 0.00000E+00 
 2.29096E-05 , 0.00000E+00 
 2.29096E-05 , 9.00000E-01 
 2.29345E-05 , 9.00000E-01 
 2.29345E-05 , 2.52030E-13 
 2.30096E-05 , 0.00000E+00 
 2.30096E-05 , 9.00000E-01 
 2.30345E-05 , 9.00000E-01 
 2.30345E-05 ,-7.88861E-31 
 2.31096E-05 , 0.00000E+00 
 2.31096E-05 , 9.00000E-01 
 2.31345E-05 , 9.00000E-01 
 2.31345E-05 ,-4.62223E-33 
 2.32096E-05 , 0.00000E+00 
 2.32096E-05 , 9.00000E-01 
 2.32345E-05 , 9.00000E-01 
 2.32345E-05 , 1.00974E-38 
 2.33096E-05 , 0.00000E+00 
 2.33096E-05 , 9.00000E-01 
 2.33345E-05 , 9.00000E-01 
 2.33345E-05 ,-3.47993E-22 
 2.34096E-05 , 0.00000E+00 
 2.34096E-05 , 9.00000E-01 
 2.34345E-05 , 9.00000E-01 
 2.34345E-05 , 0.00000E+00 
 2.35096E-05 , 0.00000E+00 
 2.35096E-05 , 9.00000E-01 
 2.35345E-05 , 9.00000E-01 
 2.35345E-05 , 1.62977E-20 
 2.36096E-05 , 0.00000E+00 
 2.36096E-05 , 9.00000E-01 
 2.36345E-05 , 9.00000E-01 
 2.36345E-05 , 7.10603E-19 
 2.37096E-05 , 0.00000E+00 
 2.37096E-05 , 9.00000E-01 
 2.37345E-05 , 9.00000E-01 
 2.37345E-05 ,-4.79627E-28 
 2.38096E-05 , 0.00000E+00 
 2.38096E-05 , 9.00000E-01 
 2.38345E-05 , 9.00000E-01 
 2.38345E-05 , 0.00000E+00 
 2.39096E-05 , 0.00000E+00 
 2.39096E-05 , 9.00000E-01 
 2.39345E-05 , 9.00000E-01 
 2.39345E-05 , 4.62223E-33 
 2.40096E-05 , 0.00000E+00 
 2.40096E-05 , 9.00000E-01 
 2.40345E-05 , 9.00000E-01 
 2.40345E-05 ,-4.77066E-22 
 2.41096E-05 , 0.00000E+00 
 2.41096E-05 , 9.00000E-01 
 2.41345E-05 , 9.00000E-01 
 2.41345E-05 , 2.15225E-19 
 2.42096E-05 , 0.00000E+00 
 2.42096E-05 , 9.00000E-01 
 2.42345E-05 , 9.00000E-01 
 2.42345E-05 , 9.24446E-33 
 2.43096E-05 , 0.00000E+00 
 2.43096E-05 , 9.00000E-01 
 2.43345E-05 , 9.00000E-01 
 2.43345E-05 , 2.66584E-21 
 2.44096E-05 , 0.00000E+00 
 2.44096E-05 , 9.00000E-01 
 2.44345E-05 , 9.00000E-01 
 2.44345E-05 , 5.04871E-39 
 2.45096E-05 , 0.00000E+00 
 2.45096E-05 , 9.00000E-01 
 2.45345E-05 , 9.00000E-01 
 2.45345E-05 ,-3.08149E-33 
 2.46096E-05 , 0.00000E+00 
 2.46096E-05 , 9.00000E-01 
 2.46345E-05 , 9.00000E-01 
 2.46345E-05 , 0.00000E+00 
 2.47096E-05 , 0.00000E+00 
 2.47096E-05 , 9.00000E-01 
 2.47345E-05 , 9.00000E-01 
 2.47345E-05 ,-3.08149E-33 
 2.48096E-05 , 0.00000E+00 
 2.48096E-05 , 9.00000E-01 
 2.48345E-05 , 9.00000E-01 
 2.48345E-05 , 0.00000E+00 
 2.49096E-05 , 0.00000E+00 
 2.49096E-05 , 9.00000E-01 
 2.49345E-05 , 9.00000E-01 
 2.49345E-05 ,-4.62223E-33 
 2.50096E-05 , 0.00000E+00 
 2.50096E-05 , 9.00000E-01 
 2.50345E-05 , 9.00000E-01 
 2.50345E-05 ,-1.97215E-31 
 2.51096E-05 , 0.00000E+00 
 2.51096E-05 , 9.00000E-01 
 2.51345E-05 , 9.00000E-01 
 2.51345E-05 ,-1.54074E-33 
 2.52096E-05 , 0.00000E+00 
 2.52096E-05 , 9.00000E-01 
 2.52345E-05 , 9.00000E-01 
 2.52345E-05 ,-1.51461E-38 
 2.53096E-05 , 0.00000E+00 
 2.53096E-05 , 9.00000E-01 
 2.53345E-05 , 9.00000E-01 
 2.53345E-05 , 3.61244E-21 
 2.54096E-05 , 0.00000E+00 
 2.54096E-05 , 9.00000E-01 
 2.54345E-05 , 9.00000E-01 
 2.54345E-05 , 1.12183E-12 
 2.54609E-05 , 0.00000E+00 
 2.55096E-05 , 0.00000E+00 
 2.55096E-05 , 9.00000E-01 
 2.55345E-05 , 9.00000E-01 
 2.55345E-05 ,-3.94430E-30 
 2.56096E-05 , 0.00000E+00 
 2.56096E-05 , 9.00000E-01 
 2.56345E-05 , 9.00000E-01 
 2.56345E-05 , 1.64083E-28 
 2.57096E-05 , 0.00000E+00 
 2.57096E-05 , 9.00000E-01 
 2.57345E-05 , 9.00000E-01 
 2.57345E-05 ,-4.75105E-23 
 2.58096E-05 , 0.00000E+00 
 2.58096E-05 , 9.00000E-01 
 2.58345E-05 , 9.00000E-01 
 2.58345E-05 ,-6.16298E-33 
 2.59096E-05 , 0.00000E+00 
 2.59096E-05 , 9.00000E-01 
 2.59345E-05 , 9.00000E-01 
 2.59345E-05 , 2.31112E-33 
 2.60096E-05 , 0.00000E+00 
 2.60096E-05 , 9.00000E-01 
 2.60345E-05 , 9.00000E-01 
 2.60345E-05 ,-3.08149E-32 
 2.61096E-05 , 0.00000E+00 
 2.61096E-05 , 9.00000E-01 
 2.61345E-05 , 9.00000E-01 
 2.61345E-05 , 6.16298E-33 
 2.62096E-05 , 0.00000E+00 
 2.62096E-05 , 9.00000E-01 
 2.62345E-05 , 9.00000E-01 
 2.62345E-05 , 0.00000E+00 
 2.63096E-05 , 0.00000E+00 
 2.63096E-05 , 9.00000E-01 
 2.63345E-05 , 9.00000E-01 
 2.63345E-05 , 3.08149E-33 
 2.64096E-05 , 0.00000E+00 
 2.64096E-05 , 9.00000E-01 
 2.64345E-05 , 9.00000E-01 
 2.64345E-05 , 9.24446E-33 
 2.65096E-05 , 0.00000E+00 
 2.65096E-05 , 9.00000E-01 
 2.65345E-05 , 9.00000E-01 
 2.65345E-05 , 1.63341E-19 
 2.66096E-05 , 0.00000E+00 
 2.66096E-05 , 9.00000E-01 
 2.66345E-05 , 9.00000E-01 
 2.66345E-05 ,-2.13272E-21 
 2.67096E-05 , 0.00000E+00 
 2.67096E-05 , 9.00000E-01 
 2.67345E-05 , 9.00000E-01 
 2.67345E-05 ,-1.39488E-22 
 2.68096E-05 , 0.00000E+00 
 2.68096E-05 , 9.00000E-01 
 2.68345E-05 , 9.00000E-01 
 2.68345E-05 ,-1.69482E-32 
 2.69096E-05 , 0.00000E+00 
 2.69096E-05 , 9.00000E-01 
 2.69345E-05 , 9.00000E-01 
 2.69345E-05 , 3.89611E-26 
 2.70096E-05 , 0.00000E+00 
 2.70096E-05 , 9.00000E-01 
 2.70345E-05 , 9.00000E-01 
 2.70345E-05 , 5.14454E-13 
 2.70923E-05 , 0.00000E+00 
 2.71096E-05 , 0.00000E+00 
 2.71096E-05 , 9.00000E-01 
 2.71345E-05 , 9.00000E-01 
 2.71345E-05 , 3.08149E-33 
 2.72096E-05 , 0.00000E+00 
 2.72096E-05 , 9.00000E-01 
 2.72345E-05 , 9.00000E-01 
 2.72345E-05 , 5.42342E-31 
 2.73096E-05 , 0.00000E+00 
 2.73096E-05 , 9.00000E-01 
 2.73345E-05 , 9.00000E-01 
 2.73345E-05 , 3.08149E-33 
 2.74096E-05 , 0.00000E+00 
 2.74096E-05 , 9.00000E-01 
 2.74345E-05 , 9.00000E-01 
 2.74345E-05 ,-1.20631E-20 
 2.75096E-05 , 0.00000E+00 
 2.75096E-05 , 9.00000E-01 
 2.75345E-05 , 9.00000E-01 
 2.75345E-05 , 8.81703E-21 
 2.76096E-05 , 0.00000E+00 
 2.76096E-05 , 9.00000E-01 
 2.76345E-05 , 9.00000E-01 
 2.76345E-05 , 0.00000E+00 
 2.77096E-05 , 0.00000E+00 
 2.77096E-05 , 9.00000E-01 
 2.77345E-05 , 9.00000E-01 
 2.77345E-05 , 9.24446E-33 
 2.78096E-05 , 0.00000E+00 
 2.78096E-05 , 9.00000E-01 
 2.78345E-05 , 9.00000E-01 
 2.78345E-05 , 9.85197E-20 
 2.79096E-05 , 0.00000E+00 
 2.79096E-05 , 9.00000E-01 
 2.79345E-05 , 9.00000E-01 
 2.79345E-05 , 2.31112E-33 
 2.80096E-05 , 0.00000E+00 
 2.80096E-05 , 9.00000E-01 
 2.80345E-05 , 9.00000E-01 
 2.80345E-05 , 6.16298E-33 
 2.81096E-05 , 0.00000E+00 
 2.81096E-05 , 9.00000E-01 
 2.81345E-05 , 9.00000E-01 
 2.81345E-05 , 0.00000E+00 
 2.82096E-05 , 0.00000E+00 
 2.82096E-05 , 9.00000E-01 
 2.82345E-05 , 9.00000E-01 
 2.82345E-05 , 3.12208E-14 
 2.83096E-05 , 0.00000E+00 
 2.83096E-05 , 9.00000E-01 
 2.83345E-05 , 9.00000E-01 
 2.83345E-05 ,-2.76101E-30 
 2.84096E-05 , 0.00000E+00 
 2.84096E-05 , 9.00000E-01 
 2.84345E-05 , 9.00000E-01 
 2.84345E-05 ,-4.62223E-33 
 2.85096E-05 , 0.00000E+00 
 2.85096E-05 , 9.00000E-01 
 2.85345E-05 , 9.00000E-01 
 2.85345E-05 , 1.23260E-32 
 2.86096E-05 , 0.00000E+00 
 2.86096E-05 , 9.00000E-01 
 2.86345E-05 , 9.00000E-01 
 2.86345E-05 , 2.67752E-19 
 2.87096E-05 , 0.00000E+00 
 2.87096E-05 , 9.00000E-01 
 2.87345E-05 , 9.00000E-01 
 2.87345E-05 ,-6.31089E-29 
 2.88096E-05 , 0.00000E+00 
 2.88096E-05 , 9.00000E-01 
 2.88345E-05 , 9.00000E-01 
 2.88345E-05 , 2.39814E-27 
 2.89096E-05 , 0.00000E+00 
 2.89096E-05 , 9.00000E-01 
 2.89345E-05 , 9.00000E-01 
 2.89345E-05 ,-6.31089E-29 
 2.90096E-05 , 0.00000E+00 
 2.90096E-05 , 9.00000E-01 
 2.90345E-05 , 9.00000E-01 
 2.90345E-05 ,-6.93965E-23 
 2.91096E-05 , 0.00000E+00 
 2.91096E-05 , 9.00000E-01 
 2.91345E-05 , 9.00000E-01 
 2.91345E-05 , 4.30454E-21 
 2.92096E-05 , 0.00000E+00 
 2.92096E-05 , 9.00000E-01 
 2.92345E-05 , 9.00000E-01 
 2.92345E-05 , 2.52435E-28 
 2.93096E-05 , 0.00000E+00 
 2.93096E-05 , 9.00000E-01 
 2.93345E-05 , 9.00000E-01 
 2.93345E-05 , 2.45326E-20 
 2.94096E-05 , 0.00000E+00 
 2.94096E-05 , 9.00000E-01 
 2.94345E-05 , 9.00000E-01 
 2.94345E-05 ,-3.08149E-33 
 2.95096E-05 , 0.00000E+00 
 2.95096E-05 , 9.00000E-01 
 2.95345E-05 , 9.00000E-01 
 2.95345E-05 , 2.49708E-13 
 2.96096E-05 , 0.00000E+00 
 2.96096E-05 , 9.00000E-01 
 2.96345E-05 , 9.00000E-01 
 2.96345E-05 , 2.78059E-13 
 2.97096E-05 , 0.00000E+00 
 2.97096E-05 , 9.00000E-01 
 2.97345E-05 , 9.00000E-01 
 2.97345E-05 , 1.83655E-19 
 2.98096E-05 , 0.00000E+00 
 2.98096E-05 , 9.00000E-01 
 2.98345E-05 , 9.00000E-01 
 2.98345E-05 , 7.70372E-34 
 2.99096E-05 , 0.00000E+00 
 2.99096E-05 , 9.00000E-01 
 2.99345E-05 , 9.00000E-01 
 2.99345E-05 , 0.00000E+00 
 3.00096E-05 , 0.00000E+00 
 3.00096E-05 , 9.00000E-01 
 3.00345E-05 , 9.00000E-01 
 3.00345E-05 , 2.00636E-13 
 3.01096E-05 , 0.00000E+00 
 3.01096E-05 , 9.00000E-01 
 3.01345E-05 , 9.00000E-01 
 3.01345E-05 , 1.47628E-13 
 3.02096E-05 , 0.00000E+00 
 3.02096E-05 , 9.00000E-01 
 3.02345E-05 , 9.00000E-01 
 3.02345E-05 , 0.00000E+00 
 3.03096E-05 , 0.00000E+00 
 3.03096E-05 , 9.00000E-01 
 3.03345E-05 , 9.00000E-01 
 3.03345E-05 ,-1.54074E-33 
 3.04096E-05 , 0.00000E+00 
 3.04096E-05 , 9.00000E-01 
 3.04345E-05 , 9.00000E-01 
 3.04345E-05 ,-2.74543E-21 
 3.05096E-05 , 0.00000E+00 
 3.05096E-05 , 9.00000E-01 
 3.05345E-05 , 9.00000E-01 
 3.05345E-05 ,-3.15544E-29 
 3.06096E-05 , 0.00000E+00 
 3.06096E-05 , 9.00000E-01 
 3.06345E-05 , 9.00000E-01 
 3.06345E-05 , 1.03935E-21 
 3.07096E-05 , 0.00000E+00 
 3.07096E-05 , 9.00000E-01 
 3.07345E-05 , 9.00000E-01 
 3.07345E-05 , 2.44910E-19 
 3.08096E-05 , 0.00000E+00 
 3.08096E-05 , 9.00000E-01 
 3.08345E-05 , 9.00000E-01 
 3.08345E-05 ,-2.52435E-29 
 3.09096E-05 , 0.00000E+00 
 3.09096E-05 , 9.00000E-01 
 3.09345E-05 , 9.00000E-01 
 3.09345E-05 , 9.24446E-33 
 3.10096E-05 , 0.00000E+00 
 3.10096E-05 , 9.00000E-01 
 3.10345E-05 , 9.00000E-01 
 3.10345E-05 , 1.54074E-33 
 3.11096E-05 , 0.00000E+00 
 3.11096E-05 , 9.00000E-01 
 3.11345E-05 , 9.00000E-01 
 3.11345E-05 , 1.23260E-31 
 3.12096E-05 , 0.00000E+00 
 3.12096E-05 , 9.00000E-01 
 3.12345E-05 , 9.00000E-01 
 3.12345E-05 , 1.06817E-20 
 3.13096E-05 , 0.00000E+00 
 3.13096E-05 , 9.00000E-01 
 3.13345E-05 , 9.00000E-01 
 3.13345E-05 ,-1.54074E-33 
 3.14096E-05 , 0.00000E+00 
 3.14096E-05 , 9.00000E-01 
 3.14345E-05 , 9.00000E-01 
 3.14345E-05 , 6.90253E-31 
 3.15096E-05 , 0.00000E+00 
 3.15096E-05 , 9.00000E-01 
 3.15345E-05 , 9.00000E-01 
 3.15345E-05 , 3.15947E-18 
 3.16096E-05 , 0.00000E+00 
 3.16096E-05 , 9.00000E-01 
 3.16345E-05 , 9.00000E-01 
 3.16345E-05 ,-5.04871E-39 
 3.17096E-05 , 0.00000E+00 
 3.17096E-05 , 9.00000E-01 
 3.17345E-05 , 9.00000E-01 
 3.17345E-05 , 1.75538E-13 
 3.18096E-05 , 0.00000E+00 
 3.18096E-05 , 9.00000E-01 
 3.18345E-05 , 9.00000E-01 
 3.18345E-05 , 8.83524E-28 
 3.19096E-05 , 0.00000E+00 
 3.19096E-05 , 9.00000E-01 
 3.19345E-05 , 9.00000E-01 
 3.19345E-05 ,-1.54074E-33 
 3.20096E-05 , 0.00000E+00 
 3.20096E-05 , 9.00000E-01 
 3.20345E-05 , 9.00000E-01 
 3.20345E-05 , 0.00000E+00 
 3.21096E-05 , 0.00000E+00 
 3.21096E-05 , 9.00000E-01 
 3.21345E-05 , 9.00000E-01 
 3.21345E-05 ,-6.40270E-24 
 3.22096E-05 , 0.00000E+00 
 3.22096E-05 , 9.00000E-01 
 3.22345E-05 , 9.00000E-01 
 3.22345E-05 , 2.95823E-30 
 3.23096E-05 , 0.00000E+00 
 3.23096E-05 , 9.00000E-01 
 3.23345E-05 , 9.00000E-01 
 3.23345E-05 , 5.97889E-13 
 3.23847E-05 , 0.00000E+00 
 3.24096E-05 , 0.00000E+00 
 3.24096E-05 , 9.00000E-01 
 3.24345E-05 , 9.00000E-01 
 3.24345E-05 , 7.09975E-30 
 3.25096E-05 , 0.00000E+00 
 3.25096E-05 , 9.00000E-01 
 3.25345E-05 , 9.00000E-01 
 3.25345E-05 , 1.00974E-28 
 3.26096E-05 , 0.00000E+00 
 3.26096E-05 , 9.00000E-01 
 3.26345E-05 , 9.00000E-01 
 3.26345E-05 , 1.51878E-13 
 3.27096E-05 , 0.00000E+00 
 3.27096E-05 , 9.00000E-01 
 3.27345E-05 , 9.00000E-01 
 3.27345E-05 , 2.62581E-20 
 3.28096E-05 , 0.00000E+00 
 3.28096E-05 , 9.00000E-01 
 3.28345E-05 , 9.00000E-01 
 3.28345E-05 , 2.48428E-13 
 3.29096E-05 , 0.00000E+00 
 3.29096E-05 , 9.00000E-01 
 3.29345E-05 , 9.00000E-01 
 3.29345E-05 , 3.69779E-32 
 3.30096E-05 , 0.00000E+00 
 3.30096E-05 , 9.00000E-01 
 3.30345E-05 , 9.00000E-01 
 3.30345E-05 ,-2.31112E-33 
 3.31096E-05 , 0.00000E+00 
 3.31096E-05 , 9.00000E-01 
 3.31345E-05 , 9.00000E-01 
 3.31345E-05 , 5.71638E-20 
 3.32096E-05 , 0.00000E+00 
 3.32096E-05 , 9.00000E-01 
 3.32345E-05 , 9.00000E-01 
 3.32345E-05 ,-1.54074E-33 
 3.33096E-05 , 0.00000E+00 
 3.33096E-05 , 9.00000E-01 
 3.33345E-05 , 9.00000E-01 
 3.33345E-05 ,-1.07852E-32 
 3.34096E-05 , 0.00000E+00 
 3.34096E-05 , 9.00000E-01 
 3.34345E-05 , 9.00000E-01 
 3.34345E-05 , 5.22436E-20 
 3.35096E-05 , 0.00000E+00 
 3.35096E-05 , 9.00000E-01 
 3.35345E-05 , 9.00000E-01 
 3.35345E-05 , 3.08149E-33 
 3.36096E-05 , 0.00000E+00 
 3.36096E-05 , 9.00000E-01 
 3.36345E-05 , 9.00000E-01 
 3.36345E-05 , 0.00000E+00 
 3.37096E-05 , 0.00000E+00 
 3.37096E-05 , 9.00000E-01 
 3.37345E-05 , 9.00000E-01 
 3.37345E-05 , 0.00000E+00 
 3.38096E-05 , 0.00000E+00 
 3.38096E-05 , 9.00000E-01 
 3.38345E-05 , 9.00000E-01 
 3.38345E-05 ,-1.84889E-32 
 3.39096E-05 , 0.00000E+00 
 3.39096E-05 , 9.00000E-01 
 3.39345E-05 , 9.00000E-01 
 3.39345E-05 , 1.57772E-30 
 3.40096E-05 , 0.00000E+00 
 3.40096E-05 , 9.00000E-01 
 3.40345E-05 , 9.00000E-01 
 3.40345E-05 , 1.54074E-33 
 3.41096E-05 , 0.00000E+00 
 3.41096E-05 , 9.00000E-01 
 3.41345E-05 , 9.00000E-01 
 3.41345E-05 , 6.05845E-28 
 3.42096E-05 , 0.00000E+00 
 3.42096E-05 , 9.00000E-01 
 3.42345E-05 , 9.00000E-01 
 3.42345E-05 , 1.00974E-38 
 3.43096E-05 , 0.00000E+00 
 3.43096E-05 , 9.00000E-01 
 3.43345E-05 , 9.00000E-01 
 3.43345E-05 ,-5.04871E-39 
 3.44096E-05 , 0.00000E+00 
 3.44096E-05 , 9.00000E-01 
 3.44345E-05 , 9.00000E-01 
 3.44345E-05 , 2.27276E-13 
 3.45096E-05 , 0.00000E+00 
 3.45096E-05 , 9.00000E-01 
