t, vcin_pseudo, vcip_pseudo
 3.39085E-06 , 6.26064E-01 , 6.24643E-01 
 3.43455E-06 , 4.66218E-01 , 6.61505E-01 
 3.44710E-06 , 6.27570E-01 , 6.22429E-01 
 3.47210E-06 , 6.19745E-01 , 6.30067E-01 
 3.49085E-06 , 6.24877E-01 , 6.24879E-01 
 3.53455E-06 , 4.07106E-01 , 7.43599E-01 
 3.55335E-06 , 5.61129E-01 , 6.88856E-01 
 3.57210E-06 , 6.25626E-01 , 6.24408E-01 
 3.60961E-06 , 4.17399E-01 , 7.82702E-01 
 3.64085E-06 , 6.58542E-01 , 7.24108E-01 
 3.65960E-06 , 6.02703E-01 , 6.47269E-01 
 3.67835E-06 , 6.26599E-01 , 6.23341E-01 
 3.70986E-06 , 3.24047E-01 , 8.75953E-01 
 3.74710E-06 , 6.08815E-01 , 7.11636E-01 
 3.76585E-06 , 6.13915E-01 , 6.36068E-01 
 3.78460E-06 , 6.25146E-01 , 6.24910E-01 
 3.83455E-06 , 2.65366E-01 , 9.34634E-01 
 3.84710E-06 , 5.96684E-01 , 6.75803E-01 
 3.86585E-06 , 6.30153E-01 , 6.19849E-01 
 3.89085E-06 , 6.25015E-01 , 6.25086E-01 
 3.93455E-06 , 2.10466E-01 , 9.47022E-01 
 3.94711E-06 , 5.56721E-01 , 6.93283E-01 
 3.96585E-06 , 6.18775E-01 , 6.31222E-01 
 3.99085E-06 , 6.24744E-01 , 6.25310E-01 
 4.03455E-06 , 1.85490E-01 , 9.62765E-01 
 4.04711E-06 , 5.36371E-01 , 7.13668E-01 
 4.06585E-06 , 6.28577E-01 , 6.17042E-01 
 4.08461E-06 , 6.25380E-01 , 6.24595E-01 
 4.13249E-06 , 2.05009E-01 , 9.94991E-01 
 4.14710E-06 , 5.38386E-01 , 7.42174E-01 
 4.16585E-06 , 6.52306E-01 , 6.29333E-01 
 4.18460E-06 , 6.22100E-01 , 6.27895E-01 
 4.21954E-06 , 2.10838E-01 , 9.89162E-01 
 4.24710E-06 , 5.32187E-01 , 8.04187E-01 
 4.25960E-06 , 6.12925E-01 , 6.37064E-01 
 4.27836E-06 , 6.22283E-01 , 6.27714E-01 
 4.30976E-06 , 2.28109E-01 , 9.71892E-01 
 4.34086E-06 , 4.59840E-01 , 7.90243E-01 
 4.35960E-06 , 6.43596E-01 , 6.04064E-01 
 4.37835E-06 , 6.25406E-01 , 6.24611E-01 
 4.41404E-06 , 2.61637E-01 , 9.38362E-01 
 4.44710E-06 , 4.94840E-01 , 7.55161E-01 
 4.45960E-06 , 6.19683E-01 , 6.30314E-01 
 4.48460E-06 , 6.25148E-01 , 6.24951E-01 
 4.53036E-06 , 3.14612E-01 , 8.85389E-01 
 4.54710E-06 , 6.51429E-01 , 6.34498E-01 
 4.56585E-06 , 6.29841E-01 , 6.20154E-01 
 4.59085E-06 , 6.25483E-01 , 6.24635E-01 
 4.63455E-06 , 3.87761E-01 , 8.39834E-01 
 4.65335E-06 , 6.52720E-01 , 5.97278E-01 
 4.67210E-06 , 6.29996E-01 , 6.19945E-01 
 4.70961E-06 , 3.85272E-01 , 7.91942E-01 
 4.74085E-06 , 7.07295E-01 , 6.28726E-01 
 4.75960E-06 , 6.40069E-01 , 6.09922E-01 
 4.78460E-06 , 6.30587E-01 , 6.19472E-01 
 4.82852E-06 , 5.06001E-01 , 6.94000E-01 
 4.84710E-06 , 6.41385E-01 , 6.08613E-01 
 4.87210E-06 , 6.25478E-01 , 6.24341E-01 
 4.90956E-06 , 6.25763E-01 , 6.24844E-01 
 4.93455E-06 , 6.06298E-01 , 6.36784E-01 
 4.95335E-06 , 6.52358E-01 , 5.97600E-01 
 4.97210E-06 , 6.28592E-01 , 6.21515E-01 
 5.00958E-06 , 6.51212E-01 , 6.27919E-01 
 5.04085E-06 , 6.84656E-01 , 5.65367E-01 
 5.05960E-06 , 6.34642E-01 , 6.15316E-01 
 5.07835E-06 , 6.23085E-01 , 6.26903E-01 
 5.10961E-06 , 6.62915E-01 , 5.04340E-01 
 5.14085E-06 , 6.55259E-01 , 7.90436E-01 
 5.15960E-06 , 6.48231E-01 , 6.01806E-01 
 5.17835E-06 , 6.23119E-01 , 6.27052E-01 
 5.21927E-06 , 7.90406E-01 , 4.09594E-01 
 5.24710E-06 , 6.05469E-01 , 7.33220E-01 
 5.26585E-06 , 6.19561E-01 , 6.30409E-01 
 5.29085E-06 , 6.25603E-01 , 6.24739E-01 
 5.33455E-06 , 8.28241E-01 , 3.05989E-01 
 5.34710E-06 , 5.95255E-01 , 6.67566E-01 
 5.36585E-06 , 6.23675E-01 , 6.26349E-01 
 5.39085E-06 , 6.24444E-01 , 6.25767E-01 
 5.43455E-06 , 9.18999E-01 , 2.94096E-01 
 5.45335E-06 , 6.33850E-01 , 6.76757E-01 
 5.47210E-06 , 6.46950E-01 , 6.03024E-01 
 5.50961E-06 , 6.25798E-01 , 6.24236E-01 
 5.53456E-06 , 9.77496E-01 , 2.72484E-01 
 5.55335E-06 , 6.40018E-01 , 6.47523E-01 
 5.57210E-06 , 6.24280E-01 , 6.25696E-01 
 5.60961E-06 , 8.69158E-01 , 1.99148E-01 
 5.64085E-06 , 1.00484E+00 , 2.45160E-01 
 5.65335E-06 , 6.50036E-01 , 6.02334E-01 
 5.67210E-06 , 6.33612E-01 , 6.16384E-01 
 5.70961E-06 , 6.24392E-01 , 6.25529E-01 
 5.73455E-06 , 1.01602E+00 , 2.29054E-01 
 5.75335E-06 , 7.06942E-01 , 6.11102E-01 
 5.76585E-06 , 6.30932E-01 , 6.19053E-01 
 5.79085E-06 , 6.25022E-01 , 6.24960E-01 
 5.83455E-06 , 9.60083E-01 , 1.74232E-01 
 5.84711E-06 , 7.18018E-01 , 5.32109E-01 
 5.86585E-06 , 6.19909E-01 , 6.25357E-01 
 5.88460E-06 , 6.25749E-01 , 6.24247E-01 
 5.92532E-06 , 9.80139E-01 , 2.19861E-01 
 5.94710E-06 , 7.77148E-01 , 5.58636E-01 
 5.95962E-06 , 6.28204E-01 , 6.21793E-01 
 5.98460E-06 , 6.17382E-01 , 6.32489E-01 
 6.01605E-06 , 9.56057E-01 , 2.43942E-01 
 6.04710E-06 , 7.72540E-01 , 5.47910E-01 
 6.05961E-06 , 6.49835E-01 , 6.00162E-01 
 6.08460E-06 , 6.25384E-01 , 6.24600E-01 
 6.12652E-06 , 9.12554E-01 , 2.87446E-01 
 6.14710E-06 , 6.98344E-01 , 6.30477E-01 
 6.16585E-06 , 6.36317E-01 , 6.13657E-01 
 6.18479E-06 , 6.26042E-01 , 6.23956E-01 
 6.23455E-06 , 8.20561E-01 , 3.07162E-01 
 6.24710E-06 , 5.83244E-01 , 6.68940E-01 
 6.26587E-06 , 6.19223E-01 , 6.30800E-01 
 6.29085E-06 , 6.24836E-01 , 6.25452E-01 
 6.33455E-06 , 8.20053E-01 , 4.29438E-01 
 6.35335E-06 , 6.70739E-01 , 5.79273E-01 
 6.37835E-06 , 6.17198E-01 , 6.32766E-01 
 6.40961E-06 , 7.52368E-01 , 4.48491E-01 
 6.44087E-06 , 5.51871E-01 , 6.98129E-01 
 6.46585E-06 , 6.11194E-01 , 6.38833E-01 
 6.49085E-06 , 6.22418E-01 , 6.27929E-01 
 6.53455E-06 , 6.75399E-01 , 5.67683E-01 
 6.55335E-06 , 6.35541E-01 , 6.14417E-01 
 6.57211E-06 , 6.22601E-01 , 6.27365E-01 
 6.60958E-06 , 6.25605E-01 , 6.32575E-01 
 6.64085E-06 , 8.78090E-01 , 5.20291E-01 
 6.65960E-06 , 6.13224E-01 , 6.36733E-01 
 6.67835E-06 , 6.26067E-01 , 6.24330E-01 
 6.70961E-06 , 5.59582E-01 , 6.33915E-01 
 6.74085E-06 , 7.38259E-01 , 5.28846E-01 
 6.75960E-06 , 6.05381E-01 , 6.44525E-01 
 6.78460E-06 , 6.12290E-01 , 6.37505E-01 
 6.80961E-06 , 4.63907E-01 , 7.37286E-01 
 6.84086E-06 , 6.58953E-01 , 5.91055E-01 
 6.86585E-06 , 6.04848E-01 , 6.45166E-01 
 6.88462E-06 , 6.26184E-01 , 6.23942E-01 
 6.93455E-06 , 3.36339E-01 , 7.97976E-01 
 6.94711E-06 , 6.94190E-01 , 5.55849E-01 
 6.97210E-06 , 6.13147E-01 , 6.36795E-01 
 7.00961E-06 , 6.24613E-01 , 6.25495E-01 
 7.04081E-06 , 3.37740E-01 , 9.12258E-01 
 7.05335E-06 , 5.83132E-01 , 6.66866E-01 
 7.07212E-06 , 6.18981E-01 , 6.31035E-01 
 7.10961E-06 , 2.96666E-01 , 8.96584E-01 
 7.14085E-06 , 5.89504E-01 , 8.56191E-01 
 7.15335E-06 , 6.41688E-01 , 6.08241E-01 
 7.17835E-06 , 6.32752E-01 , 6.17238E-01 
 7.20961E-06 , 2.56366E-01 , 9.58183E-01 
 7.24085E-06 , 5.00790E-01 , 8.35582E-01 
 7.25338E-06 , 6.07598E-01 , 6.42400E-01 
 7.27835E-06 , 6.26339E-01 , 6.23678E-01 
 7.30961E-06 , 2.25649E-01 , 9.76082E-01 
 7.34085E-06 , 5.17581E-01 , 8.93981E-01 
 7.35337E-06 , 5.86796E-01 , 6.63202E-01 
 7.37210E-06 , 6.31338E-01 , 6.18489E-01 
 7.40961E-06 , 1.62098E-01 , 9.38758E-01 
 7.44085E-06 , 2.30009E-01 , 1.01999E+00 
 7.45335E-06 , 5.87183E-01 , 6.65187E-01 
 7.47210E-06 , 6.28642E-01 , 6.16813E-01 
 7.50961E-06 , 6.24463E-01 , 6.25501E-01 
 7.53455E-06 , 2.36462E-01 , 1.01156E+00 
 7.55335E-06 , 6.18060E-01 , 6.98905E-01 
 7.56585E-06 , 6.24947E-01 , 6.25047E-01 
 7.59085E-06 , 6.25574E-01 , 6.24401E-01 
 7.63455E-06 , 2.34983E-01 , 9.67220E-01 
 7.64719E-06 , 5.58879E-01 , 6.91120E-01 
 7.66585E-06 , 6.21356E-01 , 6.28641E-01 
 7.69085E-06 , 6.25294E-01 , 6.24783E-01 
 7.73455E-06 , 2.82315E-01 , 9.45280E-01 
 7.75335E-06 , 5.93512E-01 , 6.56488E-01 
 7.77210E-06 , 6.14760E-01 , 6.35259E-01 
 7.80961E-06 , 6.25573E-01 , 6.24703E-01 
 7.83460E-06 , 3.40110E-01 , 9.09890E-01 
 7.85335E-06 , 5.87963E-01 , 6.62034E-01 
 7.87835E-06 , 6.31367E-01 , 6.18597E-01 
 7.90961E-06 , 3.40898E-01 , 8.70887E-01 
 7.94085E-06 , 6.05343E-01 , 6.61384E-01 
 7.95960E-06 , 6.16809E-01 , 6.33162E-01 
 7.98460E-06 , 6.20191E-01 , 6.29840E-01 
 8.02504E-06 , 4.30595E-01 , 7.69404E-01 
 8.04710E-06 , 5.77685E-01 , 6.72313E-01 
 8.07210E-06 , 6.33622E-01 , 6.16357E-01 
 8.10961E-06 , 4.48844E-01 , 6.90096E-01 
 8.14085E-06 , 7.90956E-01 , 5.74866E-01 
 8.15960E-06 , 6.10574E-01 , 6.39331E-01 
 8.18460E-06 , 6.31181E-01 , 6.18547E-01 
 8.20961E-06 , 5.43796E-01 , 6.58654E-01 
 8.24087E-06 , 8.07335E-01 , 4.42665E-01 
 8.26585E-06 , 6.01121E-01 , 6.48991E-01 
 8.28461E-06 , 6.24971E-01 , 6.25926E-01 
 8.31031E-06 , 6.39189E-01 , 5.60811E-01 
 8.34710E-06 , 5.57101E-01 , 6.92898E-01 
 8.36585E-06 , 6.21414E-01 , 6.28490E-01 
 8.39085E-06 , 6.25901E-01 , 6.24450E-01 
 8.42313E-06 , 7.21992E-01 , 4.78009E-01 
 8.44710E-06 , 6.29604E-01 , 6.20394E-01 
 8.47210E-06 , 6.17689E-01 , 6.32425E-01 
 8.50961E-06 , 6.25044E-01 , 6.25689E-01 
 8.54085E-06 , 8.23287E-01 , 4.26720E-01 
 8.55960E-06 , 6.61072E-01 , 5.88913E-01 
 8.57835E-06 , 6.26352E-01 , 6.23643E-01 
 8.61404E-06 , 8.47486E-01 , 3.52514E-01 
 8.64710E-06 , 6.83008E-01 , 6.29231E-01 
 8.66585E-06 , 6.09328E-01 , 6.40695E-01 
 8.68460E-06 , 6.26610E-01 , 6.23580E-01 
 8.73175E-06 , 9.09661E-01 , 2.90339E-01 
 8.74710E-06 , 6.63499E-01 , 6.24040E-01 
 8.76585E-06 , 6.27064E-01 , 6.22910E-01 
 8.79085E-06 , 6.23550E-01 , 6.26391E-01 
 8.83455E-06 , 9.18563E-01 , 2.15752E-01 
 8.84711E-06 , 6.76498E-01 , 5.73629E-01 
 8.86585E-06 , 6.16387E-01 , 6.33610E-01 
 8.89085E-06 , 6.25736E-01 , 6.24304E-01 
 8.93455E-06 , 9.63260E-01 , 2.04913E-01 
 8.94713E-06 , 7.04175E-01 , 5.45824E-01 
 8.96585E-06 , 6.14376E-01 , 6.34735E-01 
 8.99085E-06 , 6.33518E-01 , 6.16436E-01 
 9.03455E-06 , 9.63975E-01 , 1.77450E-01 
 9.04710E-06 , 7.30422E-01 , 5.36586E-01 
 9.06585E-06 , 6.18690E-01 , 6.42093E-01 
 9.08460E-06 , 6.25088E-01 , 6.24918E-01 
 9.12501E-06 , 9.93791E-01 , 2.06209E-01 
 9.14710E-06 , 7.99880E-01 , 5.39348E-01 
 9.15961E-06 , 6.43169E-01 , 6.06826E-01 
 9.17877E-06 , 6.27563E-01 , 6.22431E-01 
 9.21339E-06 , 9.83074E-01 , 2.16927E-01 
 9.24126E-06 , 8.03888E-01 , 4.46112E-01 
 9.25960E-06 , 6.23941E-01 , 6.23348E-01 
 9.27835E-06 , 6.25783E-01 , 6.24193E-01 
 9.30968E-06 , 9.59120E-01 , 2.40879E-01 
 9.34085E-06 , 7.76892E-01 , 4.75009E-01 
 9.35960E-06 , 5.92382E-01 , 6.69686E-01 
 9.37835E-06 , 6.22892E-01 , 6.27083E-01 
 9.40972E-06 , 9.21528E-01 , 2.78471E-01 
 9.44086E-06 , 7.35378E-01 , 5.14705E-01 
 9.45960E-06 , 6.15492E-01 , 6.34505E-01 
 9.48460E-06 , 6.21077E-01 , 6.28841E-01 
 9.51894E-06 , 8.67290E-01 , 3.32710E-01 
 9.54710E-06 , 6.60420E-01 , 6.77015E-01 
 9.56585E-06 , 6.29791E-01 , 6.20232E-01 
 9.59085E-06 , 6.24390E-01 , 6.25848E-01 
 9.63455E-06 , 7.81497E-01 , 3.86676E-01 
 9.65335E-06 , 7.17788E-01 , 5.32198E-01 
 9.67210E-06 , 6.28626E-01 , 6.21370E-01 
 9.70961E-06 , 7.82466E-01 , 4.16820E-01 
 9.74085E-06 , 5.62154E-01 , 7.03826E-01 
 9.75961E-06 , 6.29198E-01 , 6.20839E-01 
 9.78460E-06 , 6.24340E-01 , 6.25945E-01 
 9.83455E-06 , 6.46038E-01 , 5.33522E-01 
 9.85335E-06 , 6.22472E-01 , 6.27487E-01 
 9.87210E-06 , 6.25900E-01 , 6.24066E-01 
 9.90958E-06 , 6.24809E-01 , 6.51435E-01 
 9.94085E-06 , 6.06347E-01 , 6.43675E-01 
 9.95342E-06 , 6.56298E-01 , 5.93661E-01 
 9.97835E-06 , 6.19743E-01 , 6.30776E-01 
 1.00096E-05 , 5.46615E-01 , 6.21106E-01 
 1.00408E-05 , 7.97686E-01 , 5.83569E-01 
 1.00596E-05 , 6.08888E-01 , 6.41018E-01 
 1.00846E-05 , 6.29593E-01 , 6.20162E-01 
 1.01096E-05 , 4.56979E-01 , 7.43358E-01 
 1.01409E-05 , 6.61157E-01 , 5.88854E-01 
 1.01658E-05 , 6.08355E-01 , 6.41659E-01 
 1.01908E-05 , 6.16298E-01 , 6.33947E-01 
 1.02345E-05 , 3.77700E-01 , 8.35395E-01 
 1.02533E-05 , 6.62150E-01 , 5.87848E-01 
 1.02721E-05 , 6.26454E-01 , 6.23488E-01 
 1.03096E-05 , 3.55940E-01 , 7.73405E-01 
 1.03408E-05 , 6.74544E-01 , 8.45757E-01 
 1.03534E-05 , 5.89049E-01 , 6.60949E-01 
 1.03783E-05 , 6.29095E-01 , 6.20908E-01 
 1.04096E-05 , 2.94039E-01 , 9.17100E-01 
 1.04409E-05 , 5.09070E-01 , 7.73137E-01 
 1.04596E-05 , 6.04818E-01 , 6.45179E-01 
 1.04783E-05 , 6.27546E-01 , 6.22491E-01 
 1.05097E-05 , 2.40868E-01 , 9.59131E-01 
 1.05409E-05 , 4.58502E-01 , 7.91498E-01 
 1.05596E-05 , 6.38859E-01 , 6.07181E-01 
 1.05784E-05 , 6.24108E-01 , 6.25909E-01 
 1.06111E-05 , 2.16005E-01 , 9.83994E-01 
 1.06409E-05 , 4.37258E-01 , 8.12742E-01 
 1.06596E-05 , 6.16343E-01 , 6.29769E-01 
 1.06783E-05 , 6.27078E-01 , 6.22917E-01 
 1.07096E-05 , 2.05943E-01 , 9.94790E-01 
 1.07409E-05 , 4.37127E-01 , 8.27126E-01 
 1.07596E-05 , 6.41503E-01 , 6.51931E-01 
 1.07721E-05 , 6.23733E-01 , 6.26263E-01 
 1.08096E-05 , 1.93521E-01 , 9.81820E-01 
 1.08408E-05 , 5.11180E-01 , 8.87201E-01 
 1.08534E-05 , 5.86988E-01 , 6.63002E-01 
 1.08721E-05 , 6.32022E-01 , 6.17555E-01 
 1.09096E-05 , 1.68531E-01 , 9.36859E-01 
 1.09408E-05 , 2.57984E-01 , 9.92019E-01 
 1.09533E-05 , 6.17525E-01 , 6.38250E-01 
 1.09721E-05 , 6.31808E-01 , 6.18202E-01 
 1.10096E-05 , 1.84512E-01 , 8.78848E-01 
 1.10408E-05 , 2.92223E-01 , 9.57792E-01 
 1.10534E-05 , 6.45452E-01 , 6.02970E-01 
 1.10721E-05 , 6.23447E-01 , 6.26572E-01 
 1.11096E-05 , 2.76082E-01 , 9.21138E-01 
 1.11408E-05 , 6.12625E-01 , 7.85756E-01 
 1.11596E-05 , 5.89222E-01 , 6.60767E-01 
 1.11783E-05 , 6.23164E-01 , 6.26869E-01 
 1.12096E-05 , 3.54479E-01 , 8.46027E-01 
 1.12409E-05 , 5.95047E-01 , 6.55037E-01 
 1.12596E-05 , 6.19979E-01 , 6.29993E-01 
 1.12846E-05 , 6.24894E-01 , 6.25100E-01 
 1.13321E-05 , 4.33200E-01 , 7.66800E-01 
 1.13471E-05 , 5.63986E-01 , 6.86012E-01 
 1.13721E-05 , 6.34451E-01 , 6.15533E-01 
 1.14096E-05 , 4.42906E-01 , 6.96248E-01 
 1.14408E-05 , 8.11469E-01 , 6.00093E-01 
 1.14596E-05 , 5.96859E-01 , 6.53055E-01 
 1.14783E-05 , 6.27813E-01 , 6.21983E-01 
 1.15096E-05 , 4.98604E-01 , 6.93393E-01 
 1.15409E-05 , 8.09144E-01 , 4.49315E-01 
 1.15596E-05 , 6.29886E-01 , 6.20072E-01 
 1.15846E-05 , 6.24421E-01 , 6.26328E-01 
 1.16096E-05 , 6.18250E-01 , 5.83814E-01 
 1.16471E-05 , 4.79866E-01 , 7.70133E-01 
 1.16658E-05 , 6.26051E-01 , 6.23853E-01 
 1.16908E-05 , 6.24164E-01 , 6.26187E-01 
 1.17286E-05 , 7.23625E-01 , 4.76375E-01 
 1.17471E-05 , 6.50902E-01 , 5.99097E-01 
 1.17721E-05 , 6.37391E-01 , 6.12724E-01 
 1.18096E-05 , 6.68524E-01 , 4.49568E-01 
 1.18408E-05 , 7.46167E-01 , 7.53769E-01 
 1.18596E-05 , 6.58973E-01 , 5.91013E-01 
 1.18784E-05 , 6.24271E-01 , 6.25724E-01 
 1.19183E-05 , 8.48085E-01 , 3.51915E-01 
 1.19471E-05 , 6.71161E-01 , 6.67725E-01 
 1.19658E-05 , 6.35289E-01 , 6.14734E-01 
 1.19908E-05 , 6.26663E-01 , 6.23625E-01 
 1.20345E-05 , 8.74574E-01 , 2.55649E-01 
 1.20471E-05 , 6.35203E-01 , 6.15843E-01 
